cuisine,atmosphere,occasion,price,style
Mexican,Good Food,Long Drive,$15-$30,none
American,No Reservations,Dining Outdoors,$15-$30,none
French,Hip Place To Be,After Hours Dining,$30-$50,none
American,Great for People Watching,Entertainment,$15-$30,Pizza
Italian,Good Service,After Hours Dining,$30-$50,none
Mexican,No Reservations,Catering for Special Events,$15-$30,none
Italian,No Smoking Allowed,Delivery Available,$15-$30,Traditional
French,Need To Dress,Private Parties,over $50,Power Brokers
French,Good Out of Town Business,Weekend Dining,$30-$50,High Tea
Italian,Quiet for Conversation,Pre-theater Dining,$30-$50,Continental
American,Good Decor,Prix Fixe Menus,$15-$30,Traditional
American,Relaxed Senior Scene,Prix Fixe Menus,over $50,none
French,Excellent Service,Pre-theater Dining,$15-$30,Brasserie
American,Good Decor,After Hours Dining,below $15,none
American,Good Food,Private Rooms Available,below $15,Southern
American,Classic Hotel Dining,Dining Outdoors,$30-$50,Californian
Italian,Excellent Decor,Catering for Special Events,$30-$50,Power Brokers
American,Wheelchair Access,Dining After the Theater,below $15,Southwestern
American,Little Known But Well Liked,Weekend Brunch,below $15,Central
Italian,Extraordinary Service,Private Rooms Available,$30-$50,Cab
Italian,Singles Scene,Weekend Jazz Brunch,$15-$30,Pizzerias
American,Extraordinary Decor,Dancing,$15-$30,High Tea
French,Wheelchair Access,Late Night Menu,$15-$30,none
American,An Historic Spot,Dining Outdoors,$15-$30,Southern Comfort
Italian,Excellent Service,Great Place to Meet for a Drink,$30-$50,Cab
American,Excellent Food,Parties and Occasions,$30-$50,Californian
Indian,Buffet Dining,Private Rooms Available,$15-$30,none
American,Good Food,Entertainment,below $15,Diners
American,Relaxed Senior Scene,Weekend Dining,$15-$30,Steakhouses
Italian,Extraordinary Food,Picnics,$30-$50,none
American,Very Busy - Reservations a Must,Weekend Dining,$30-$50,Power Brokers
American,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,Cab
American,Place for Singles,Weekend Dining,$15-$30,Grills
American,Excellent Service,Weekend Dining,$15-$30,Diners
Indian,Good Food,Weekend Dining,$15-$30,none
American,Singles Scene,Weekend Dining,$15-$30,Power Brokers
American,Quirky,Weekend Dining,$15-$30,none
American,Warm spots by the fire,Dancing,$30-$50,High Tea
American,No Reservations,Delivery Available,$15-$30,Cab
Italian,For the Young and Young at Heart,Weekend Brunch,below $15,Pizza
Indian,Excellent Service,Late Night Menu,$15-$30,none
American,Quiet for Conversation,Weekend Dining,$30-$50,High Tea
American,Great for People Watching,Open for Breakfast,$30-$50,none
American,Focus on Dessert,Prix Fixe Menus,$15-$30,Hamburgers
American,Excellent Decor,Takeout Available,$15-$30,Traditional
American,Good Service,Late Night Menu,below $15,Deli
American,Quirky,Weekend Lunch,$15-$30,Eclectic
American,For the Young and Young at Heart,Fine for Dining Alone,$15-$30,Coffee Shops
Italian,Near-perfect Food,Weekend Dining,$30-$50,Power Brokers
French,Classic Hotel Dining,Weekend Dining,$30-$50,Continental
Mexican,Wheelchair Access,none,below $15,none
American,Pub Feel,Entertainment,$15-$30,Eclectic
Italian,Near-perfect Decor,Walk,over $50,none
American,Very Busy - Reservations a Must,Long Drive,$15-$30,none
Italian,Good Out of Town Business,After Hours Dining,$15-$30,Cab
American,Focus on Dessert,Entertainment,$15-$30,Hamburgers
American,Relaxed Senior Scene,Weekend Jazz Brunch,$30-$50,High Tea
American,Relaxed Senior Scene,Open on Sundays,below $15,none
Mexican,Excellent Decor,Open on Mondays,$15-$30,none
American,Excellent Service,Catering for Special Events,below $15,Cafeterias
French,Quirky,Prix Fixe Menus,$15-$30,none
American,Great for People Watching,Dining After the Theater,$15-$30,Hamburgers
Italian,Good Service,Takeout Available,$15-$30,none
Italian,Wheelchair Access,none,$15-$30,none
American,Great for People Watching,Weekend Jazz Brunch,$15-$30,Central
Italian,Authentic,Entertainment,$30-$50,none
American,Focus on Dessert,Entertainment,$30-$50,none
American,No Smoking Allowed,Private Parties,$15-$30,Steakhouses
Italian,Extraordinary Service,Special Brunch Menu,$15-$30,Southwestern
Indian,Wheelchair Access,Dining Outdoors,$30-$50,Power Brokers
American,Extraordinary Food,Weekend Dining,$15-$30,Traditional
American,Near-perfect Service,Entertainment,$30-$50,Power Brokers
American,Good Food,Takeout Available,$15-$30,Continental
French,Parking/Valet,Weekend Brunch,$15-$30,Traditional
Indian,Hip Place To Be,Delivery Available,$15-$30,none
Italian,Focus on Dessert,Weekend Dining,below $15,none
Italian,Excellent Decor,Late Night Menu,below $15,none
Italian,Excellent Food,Late Night Menu,$15-$30,Californian
American,Extraordinary Food,Prix Fixe Menus,$30-$50,Traditional
American,Buffet Dining,See the Game,$15-$30,none
Mexican,People Keep Coming Back,Delivery Available,$15-$30,Southwestern
French,Quirky,Weekend Brunch,$15-$30,Brasserie
French,Need To Dress,Pre-theater Dining,over $50,Power Brokers
French,Excellent Service,Private Rooms Available,$15-$30,Cab
American,Near-perfect Food,Prix Fixe Menus,$30-$50,none
French,Up and Coming,Delivery Available,$15-$30,none
French,Near-perfect Service,Short Drive,over $50,Power Brokers
Italian,Business Scene,Prix Fixe Menus,$30-$50,Cab
American,Buffet Dining,Private Parties,$30-$50,none
Italian,Excellent Food,Long Drive,$15-$30,Carry in Wine and Beer
American,Good for Younger Kids,Open for Breakfast,$15-$30,Eclectic
French,Hip Place To Be,Late Night Menu,$30-$50,Power Brokers
American,Great for People Watching,Takeout Available,below $15,Southern
American,Very Busy - Reservations a Must,Open for Breakfast,$30-$50,Cab
French,Classic Hotel Dining,Weekend Dining,over $50,Continental
American,For the Young and Young at Heart,Delivery Available,$30-$50,none
Mexican,Excellent Food,Weekend Dining,below $15,none
Italian,Extraordinary Service,Private Parties,$30-$50,Continental
American,Warm spots by the fire,Private Parties,$15-$30,Southern
American,Good for Younger Kids,After Hours Dining,below $15,Deli
American,Wheelchair Access,Open on Mondays,$15-$30,Power Brokers
Italian,No Reservations,Private Rooms Available,$15-$30,Pizzerias
French,Good Out of Town Business,Weekend Jazz Brunch,$30-$50,High Tea
American,Excellent Food,Private Rooms Available,$15-$30,none
American,Wheelchair Access,Delivery Available,$30-$50,Southern
French,Quirky,Takeout Available,$15-$30,none
French,Near-perfect Service,Pre-theater Dining,over $50,none
Italian,Excellent Decor,Weekend Dining,$15-$30,Continental
American,Good Food,Entertainment,$15-$30,Southern
American,Good Decor,After Hours Dining,below $15,Soulfood
American,Warm spots by the fire,Pre-theater Dining,$15-$30,Continental
American,Extraordinary Decor,Weekend Lunch,$30-$50,Power Brokers
American,Classic Hotel Dining,Prix Fixe Menus,over $50,Power Brokers
American,Good Food,Takeout Available,$15-$30,Grills
French,Near-perfect Food,Private Parties,over $50,Cab
American,Excellent Decor,Private Parties,$15-$30,Power Brokers
American,Excellent Food,Weekend Brunch,below $15,Central
French,Extraordinary Decor,Entertainment,$30-$50,none
French,Good Decor,Prix Fixe Menus,$30-$50,Continental
French,Hip Place To Be,Entertainment,$30-$50,Continental
French,Warm spots by the fire,Takeout Available,$30-$50,Continental
Mexican,Parking/Valet,Takeout Available,below $15,none
American,Good Decor,Weekend Dining,below $15,Soulfood
Italian,Up and Coming,Private Rooms Available,$15-$30,Steakhouses
French,Good Food,Special Brunch Menu,$15-$30,none
American,Warm spots by the fire,Special Brunch Menu,$15-$30,Traditional
American,Great for People Watching,Private Rooms Available,$15-$30,Californian
American,Hip Place To Be,Catering for Special Events,below $15,Coffee Shops
American,Little Known But Well Liked,Weekend Lunch,$30-$50,none
American,Pub Feel,Special Brunch Menu,below $15,Cab
Italian,Excellent Service,Private Parties,$30-$50,Steakhouses
American,Near-perfect Food,Fine for Dining Alone,$30-$50,none
American,Quirky,Weekend Lunch,below $15,Southern
French,Good Out of Town Business,Early Dining,$30-$50,Power Brokers
Indian,No Smoking Allowed,Weekend Dining,$15-$30,none
Italian,Good Food,Private Rooms Available,$15-$30,Steakhouses
American,Singles Scene,Special Brunch Menu,$15-$30,Californian
American,Extraordinary Food,Weekend Lunch,$15-$30,Eclectic
French,No Reservations,Weekend Lunch,$15-$30,Bakeries
American,Wheelchair Access,Catering for Special Events,$15-$30,none
French,Good Out of Town Business,Prix Fixe Menus,over $50,Cab
American,Good Food,none,below $15,Coffee Shops
American,Good Service,Catering for Special Events,below $15,Deli
French,Warm spots by the fire,Private Parties,$30-$50,none
French,Hip Place To Be,Weekend Lunch,$15-$30,none
American,Good Service,Private Rooms Available,$15-$30,Diners
Mexican,Good Decor,Catering for Special Events,below $15,none
American,Excellent Decor,Entertainment,$15-$30,Power Brokers
Italian,Excellent Service,Takeout Available,$15-$30,Cab
American,Hip Place To Be,Entertainment,over $50,none
American,Relaxed Senior Scene,Private Parties,over $50,High Tea
Italian,Quirky,Late Night Menu,$15-$30,none
American,Wheelchair Access,Takeout Available,$30-$50,Steakhouses
American,Excellent Decor,Weekend Jazz Brunch,below $15,Coffee Shops
Italian,Quiet for Conversation,Weekend Brunch,$15-$30,none
American,Need To Dress,Special Brunch Menu,$30-$50,High Tea
Mexican,Up and Coming,Fine for Dining Alone,$15-$30,Power Brokers
American,Good Decor,Delivery Available,$15-$30,Southwestern
Italian,Parking/Valet,none,$15-$30,Cab
French,Excellent Decor,Private Rooms Available,$15-$30,Power Brokers
American,Relaxed Senior Scene,Pre-theater Dining,below $15,Diners
American,Relaxed Senior Scene,Pre-theater Dining,$15-$30,Continental
American,Very Busy - Reservations a Must,Weekend Dining,$30-$50,Continental
American,Great for People Watching,Private Parties,$15-$30,Steakhouses
Italian,Good Decor,Private Rooms Available,$15-$30,Pizzerias
American,Focus on Dessert,Weekend Brunch,below $15,Coffee Shops
Mexican,Excellent Decor,Private Parties,$30-$50,none
American,Wheelchair Access,Prix Fixe Menus,$15-$30,Steakhouses
American,Good Food,Dining Outdoors,below $15,Diners
American,Extraordinary Decor,Open for Breakfast,$15-$30,Power Brokers
French,Very Busy - Reservations a Must,Open for Breakfast,$15-$30,none
American,People Keep Coming Back,See the Game,below $15,none
American,Extraordinary Service,Weekend Dining,$30-$50,none
American,Fair Decor,Delivery Available,below $15,Traditional
French,Hip Place To Be,Special Brunch Menu,$15-$30,none
French,Good Decor,Late Night Menu,$15-$30,Eclectic
American,Excellent Food,Takeout Available,below $15,Continental
American,Excellent Decor,Open on Sundays,below $15,Continental
American,Extraordinary Food,Weekend Lunch,$30-$50,High Tea
Italian,Extraordinary Food,Special Brunch Menu,$15-$30,Pizza
French,Business Scene,Weekend Lunch,$30-$50,Brasserie
American,No Reservations,Fine for Dining Alone,below $15,Cab
American,Excellent Service,Happy Hour,$15-$30,Continental
Italian,No Smoking Allowed,Weekend Dining,$15-$30,Traditional
American,Quiet for Conversation,Takeout Available,$30-$50,Continental
American,Health Conscious Menus,Private Parties,below $15,none
French,Excellent Food,Takeout Available,$15-$30,none
French,Relaxed Senior Scene,Catering for Special Events,$15-$30,Continental
Italian,Singles Scene,Late Night Menu,$15-$30,none
French,Romantic,Open on Mondays,$30-$50,none
American,People Keep Coming Back,Dancing,$15-$30,none
Mexican,Place for Singles,Private Parties,$30-$50,none
French,Wheelchair Access,Catering for Special Events,$30-$50,Traditional
American,Good Service,Late Night Menu,$30-$50,Californian
American,People Keep Coming Back,Open for Breakfast,below $15,Hamburgers
American,Excellent Decor,Short Drive,$15-$30,Eclectic
American,Excellent Food,Dancing,$30-$50,Continental
American,Great for People Watching,Special Brunch Menu,over $50,Power Brokers
American,Good for Younger Kids,Late Night Menu,below $15,Southern
American,Excellent Food,After Hours Dining,below $15,Traditional
Italian,Excellent Decor,Picnics,$15-$30,Traditional
American,Extraordinary Food,Short Drive,$15-$30,Carry in Wine and Beer
American,Romantic,Takeout Available,$15-$30,none
American,Wheelchair Access,Entertainment,$15-$30,Grills
American,Great for People Watching,Special Brunch Menu,$30-$50,Traditional
American,Good Food,Private Parties,$15-$30,Cab
American,Very Busy - Reservations a Must,Pre-theater Dining,$15-$30,none
American,Good Service,Prix Fixe Menus,$30-$50,none
American,Quiet for Conversation,Special Brunch Menu,$30-$50,none
Italian,Fabulous Wine Lists,Weekend Dining,$30-$50,none
American,Wheelchair Access,Dining After the Theater,$15-$30,Cab
French,Extraordinary Service,Delivery Available,$15-$30,none
American,Place for Singles,Weekend Lunch,$15-$30,Cab
American,Creative,Dining Outdoors,$15-$30,Southern
Italian,Extraordinary Food,Open on Mondays,$15-$30,none
Mexican,Good for Younger Kids,After Hours Dining,$15-$30,Southwestern
American,Hip Place To Be,Special Brunch Menu,$30-$50,High Tea
Mexican,Great for People Watching,Weekend Dining,$15-$30,Southwestern
American,People Keep Coming Back,After Hours Dining,$15-$30,Diners
American,Parking/Valet,Great Place to Meet for a Drink,$15-$30,Cab
American,Extraordinary Decor,Private Rooms Available,$15-$30,Traditional
Italian,Hip Place To Be,Dining Outdoors,$15-$30,Traditional
Mexican,Place for Singles,After Hours Dining,$15-$30,none
American,Health Conscious Menus,Weekend Dining,$15-$30,Hamburgers
American,Parking/Valet,Delivery Available,$15-$30,Californian
Italian,Excellent Service,Open for Breakfast,$15-$30,Californian
American,Near-perfect Food,Weekend Dining,$30-$50,Eclectic
Indian,Excellent Service,Prix Fixe Menus,$30-$50,none
Italian,Parking/Valet,Private Rooms Available,$15-$30,Pizza
French,Excellent Service,Weekend Lunch,$15-$30,Bakeries
Italian,Near-perfect Food,Delivery Available,$30-$50,Traditional
American,Fabulous Wine Lists,Weekend Lunch,$15-$30,Traditional
American,Business Scene,none,$30-$50,Southern
American,Wheelchair Access,Late Night Menu,$30-$50,Power Brokers
Mexican,Authentic,After Hours Dining,below $15,none
French,Quiet for Conversation,Short Drive,$15-$30,Traditional
French,Classic Hotel Dining,Open on Mondays,$15-$30,none
French,Wheelchair Access,Fine for Dining Alone,$30-$50,Power Brokers
French,Extraordinary Food,Private Rooms Available,over $50,Californian
American,Parking/Valet,Pre-theater Dining,$30-$50,Eclectic
French,Classic Hotel Dining,Weekend Dining,$30-$50,Eclectic
American,Near-perfect Food,Private Parties,$30-$50,Steakhouses
French,Near-perfect Food,Prix Fixe Menus,over $50,High Tea
French,Extraordinary Food,Menus in Braille,$30-$50,none
French,Great for People Watching,Weekend Lunch,$30-$50,Continental
Italian,Health Conscious Menus,After Hours Dining,$15-$30,Pizza
American,Great for People Watching,Private Parties,$15-$30,Grills
American,Singles Scene,Weekend Dining,$15-$30,Grills
American,Hip Place To Be,Private Rooms Available,$15-$30,Central
American,An Historic Spot,none,$15-$30,Traditional
French,Fabulous Wine Lists,Private Parties,$30-$50,Californian
French,Parking/Valet,Long Drive,$30-$50,Continental
Italian,Good Service,Dining Outdoors,$15-$30,Pizzerias
American,Extraordinary Decor,Catering for Special Events,$30-$50,Power Brokers
American,Warm spots by the fire,Special Brunch Menu,$30-$50,Continental
French,Relaxed Senior Scene,Weekend Brunch,over $50,none
Italian,Good for Younger Kids,Early Dining,below $15,none
French,Romantic,Prix Fixe Menus,over $50,none
American,Extraordinary Food,Weekend Brunch,below $15,Central
American,Wheelchair Access,Catering for Special Events,$15-$30,Pizza
American,Classic Hotel Dining,Private Rooms Available,over $50,Power Brokers
French,Very Busy - Reservations a Must,Private Rooms Available,over $50,none
French,Warm spots by the fire,Prix Fixe Menus,$30-$50,Continental
Italian,Extraordinary Decor,Special Brunch Menu,$30-$50,none
French,Classic Hotel Dining,Fine for Dining Alone,$30-$50,none
American,Singles Scene,Takeout Available,$15-$30,Steakhouses
French,Excellent Service,none,$30-$50,Power Brokers
American,Wheelchair Access,Takeout Available,$15-$30,Traditional
American,Good Decor,Catering for Special Events,below $15,High Tea
American,Excellent Decor,Weekend Dining,over $50,Steakhouses
American,Excellent Food,Long Drive,$15-$30,Continental
Italian,Wheelchair Access,Entertainment,below $15,none
American,Good Decor,Catering for Special Events,below $15,Diners
Mexican,Excellent Service,Private Rooms Available,$15-$30,Cab
Italian,Great for People Watching,Pre-theater Dining,$15-$30,Pizza
Italian,Good Decor,Late Night Menu,$15-$30,Steakhouses
French,Excellent Food,Weekend Dining,$30-$50,Continental
Italian,Excellent Decor,Weekend Dining,$15-$30,Power Brokers
American,Good Decor,Weekend Jazz Brunch,below $15,Cafeterias
American,Quirky,Takeout Available,below $15,Traditional
French,Business Scene,Early Dining,$30-$50,Eclectic
Mexican,Good Service,Fine for Dining Alone,$15-$30,Power Brokers
American,Extraordinary Service,Private Rooms Available,over $50,High Tea
American,Extraordinary Food,Special Brunch Menu,$15-$30,Southern
American,People Keep Coming Back,Private Parties,$15-$30,Coffee Shops
American,Good Decor,Weekend Lunch,below $15,none
American,Good Decor,Private Parties,$15-$30,Steakhouses
Italian,No Reservations,Private Rooms Available,$15-$30,Pizza
Italian,Hip Place To Be,Pre-theater Dining,$15-$30,Pizza
American,Good Food,Dancing,$15-$30,Continental
French,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Power Brokers
American,Excellent Service,Takeout Available,below $15,Coffee Shops
American,Good Service,Weekend Brunch,below $15,Coffee Shops
Italian,No Reservations,Weekend Dining,$15-$30,none
Italian,Parking/Valet,Weekend Brunch,below $15,Traditional
Indian,Extraordinary Food,Special Brunch Menu,$30-$50,Power Brokers
American,Buffet Dining,Weekend Dining,$15-$30,High Tea
American,Business Scene,Dining Outdoors,$30-$50,Cab
Indian,Fair Decor,Private Rooms Available,$15-$30,none
French,Romantic,Weekend Dining,$30-$50,none
Mexican,Good Food,Delivery Available,below $15,none
French,Business Scene,Private Rooms Available,$30-$50,Brasserie
French,Romantic,Weekend Brunch,over $50,none
American,Great for People Watching,Entertainment,$15-$30,Southern
Italian,Old World Cafe Charm,Late Night Menu,$30-$50,Pizza
Mexican,Good Food,Weekend Lunch,below $15,Southwestern
Italian,Extraordinary Service,Open for Breakfast,$30-$50,Power Brokers
French,Near-perfect Food,Entertainment,$30-$50,Power Brokers
Italian,Romantic,Special Brunch Menu,$15-$30,none
American,Great for People Watching,Takeout Available,$30-$50,Soulfood
Mexican,Little Known But Well Liked,After Hours Dining,below $15,none
Italian,Creative,Weekend Dining,$15-$30,none
American,Warm spots by the fire,Private Parties,$15-$30,Hamburgers
American,Singles Scene,Takeout Available,$30-$50,Power Brokers
Italian,Extraordinary Service,Dining Outdoors,$30-$50,Cab
American,Near-perfect Food,Private Rooms Available,$30-$50,High Tea
American,Excellent Service,Private Parties,$15-$30,none
French,Excellent Decor,Private Rooms Available,$15-$30,Continental
Mexican,Fair Decor,Weekend Brunch,below $15,none
French,Romantic,Prix Fixe Menus,$30-$50,none
American,Hip Place To Be,Weekend Brunch,$30-$50,Cab
Mexican,Authentic,Long Drive,below $15,none
French,Good Service,Late Night Menu,$30-$50,none
American,Authentic,Weekend Lunch,below $15,Diners
American,Good Decor,Private Parties,below $15,Diners
Mexican,Creative,Private Parties,$30-$50,none
American,Wheelchair Access,Weekend Dining,$15-$30,Southern
Italian,Up and Coming,Takeout Available,$15-$30,Traditional
American,Extraordinary Service,Weekend Jazz Brunch,$15-$30,Continental
Mexican,Good Food,none,$15-$30,Southwestern
French,Near-perfect Decor,Private Rooms Available,$30-$50,High Tea
American,Fabulous Wine Lists,Late Night Menu,$15-$30,none
American,Good Food,Short Drive,below $15,Diners
American,Wheelchair Access,Happy Hour,$15-$30,none
American,Excellent Service,After Hours Dining,below $15,Traditional
American,Great for People Watching,Special Brunch Menu,below $15,Diners
French,Extraordinary Decor,Private Parties,$30-$50,Power Brokers
Italian,Extraordinary Decor,Delivery Available,$30-$50,Power Brokers
American,Very Busy - Reservations a Must,Dancing,$30-$50,Cab
French,Romantic,Fine for Dining Alone,$30-$50,Eclectic
American,An Historic Spot,Weekend Lunch,$15-$30,Steakhouses
American,Excellent Service,Dancing,$15-$30,Continental
Mexican,Creative,Margaritas,$15-$30,none
Italian,Excellent Food,After Hours Dining,$15-$30,Pizza
American,Excellent Food,Private Rooms Available,$30-$50,Soulfood
American,Creative,Dining After the Theater,$30-$50,none
American,No Reservations,Late Night Menu,below $15,Po' Boys
French,Business Scene,Parties and Occasions,$30-$50,Californian
American,Extraordinary Food,Dancing,$15-$30,High Tea
American,Good Food,Prix Fixe Menus,$15-$30,Hamburgers
American,Extraordinary Service,Entertainment,$30-$50,Cab
American,Parking/Valet,Weekend Brunch,below $15,Diners
American,Relaxed Senior Scene,Special Brunch Menu,$30-$50,High Tea
Italian,Warm spots by the fire,Dining Outdoors,$15-$30,none
American,Excellent Food,Pre-theater Dining,$30-$50,Power Brokers
Italian,Good Out of Town Business,Parties and Occasions,$15-$30,none
Italian,Hip Place To Be,Takeout Available,$15-$30,Coffee Houses
American,Excellent Food,Dancing,$15-$30,Power Brokers
Italian,Near-perfect Decor,Long Drive,over $50,none
Italian,Excellent Food,Weekend Dining,$15-$30,Californian
American,People Keep Coming Back,Dining Outdoors,$15-$30,Grills
American,Cafe/Garden Dining,Weekend Dining,below $15,High Tea
French,Romantic,Weekend Lunch,over $50,none
French,Excellent Service,none,$30-$50,Californian
American,Parking/Valet,Late Night Menu,$15-$30,Cab
Indian,Creative,Weekend Brunch,$15-$30,Californian
American,Excellent Decor,Open on Sundays,$15-$30,Traditional
American,Hip Place To Be,Weekend Dining,$15-$30,Power Brokers
American,Excellent Decor,Private Parties,$15-$30,Continental
Italian,Extraordinary Food,Weekend Brunch,$30-$50,none
American,Quirky,Late Night Menu,below $15,Po' Boys
American,Fabulous Wine Lists,Weekend Dining,over $50,none
American,Good for Younger Kids,Delivery Available,$15-$30,Cab
French,Very Busy - Reservations a Must,Pre-theater Dining,$30-$50,High Tea
American,Hip Place To Be,Private Rooms Available,$15-$30,Pizza
French,Fair Food,Pre-theater Dining,$15-$30,none
Mexican,Warm spots by the fire,Weekend Jazz Brunch,$15-$30,none
Italian,Good Decor,Short Drive,below $15,Traditional
American,Hip Place To Be,Weekend Dining,$15-$30,Diners
Italian,Good Out of Town Business,Private Rooms Available,over $50,none
American,Extraordinary Decor,Dancing,$30-$50,Continental
Mexican,Relaxed Senior Scene,Weekend Brunch,$15-$30,none
American,Excellent Decor,Open on Mondays,$30-$50,none
Mexican,Good for Younger Kids,Catering for Special Events,$15-$30,none
American,Excellent Service,Special Brunch Menu,below $15,Cab
American,Excellent Food,Catering for Special Events,$15-$30,Southern
Italian,Fabulous Wine Lists,Late Night Menu,$30-$50,Cab
Italian,Great for People Watching,Private Parties,$30-$50,Cab
Indian,Excellent Food,Takeout Available,$15-$30,none
American,Extraordinary Food,Dining Outdoors,below $15,Cafeterias
French,Need To Dress,Open for Breakfast,over $50,Californian
American,People Keep Coming Back,See the Game,$15-$30,Traditional
American,Excellent Decor,Weekend Dining,$15-$30,Eclectic
French,Fabulous Wine Lists,Private Rooms Available,$30-$50,Steakhouses
American,Quiet for Conversation,Takeout Available,$30-$50,Power Brokers
Mexican,Creative,Entertainment,$30-$50,none
Italian,Good Decor,Weekend Brunch,$15-$30,Pizza
American,Extraordinary Food,Short Drive,below $15,Carry in Wine and Beer
American,Extraordinary Decor,Late Night Menu,$30-$50,Steakhouses
American,Excellent Service,Late Night Menu,$30-$50,Power Brokers
American,Classic Hotel Dining,Early Dining,$15-$30,Continental
French,Extraordinary Service,Weekend Jazz Brunch,$15-$30,Brasserie
American,Good Food,Private Rooms Available,$15-$30,Central
American,Place for Singles,Delivery Available,$30-$50,Steakhouses
Italian,Good Food,Weekend Brunch,$15-$30,none
Indian,Excellent Service,none,below $15,none
French,Good Out of Town Business,Fine for Dining Alone,$30-$50,Continental
Italian,Romantic,Great Place to Meet for a Drink,$30-$50,Power Brokers
Italian,Good Decor,Weekend Dining,$15-$30,Diners
Italian,Singles Scene,Dining Outdoors,below $15,Pizza
American,Relaxed Senior Scene,Private Rooms Available,$15-$30,Southern Comfort
Mexican,Excellent Service,Weekend Jazz Brunch,$15-$30,Traditional
American,Parking/Valet,Fine for Dining Alone,$30-$50,High Tea
French,Singles Scene,Private Parties,$30-$50,Power Brokers
Italian,Excellent Decor,Weekend Lunch,$15-$30,Hamburgers
American,Place for Singles,Takeout Available,below $15,Hamburgers
American,Warm spots by the fire,Open for Breakfast,below $15,Diners
French,Good Out of Town Business,Private Rooms Available,$30-$50,Continental
American,Warm spots by the fire,Weekend Brunch,below $15,Coffee Shops
Italian,For the Young and Young at Heart,Private Rooms Available,below $15,Pizza
American,Good Decor,Late Night Menu,$15-$30,Grills
Italian,Extraordinary Service,Takeout Available,$30-$50,none
French,Excellent Decor,Weekend Dining,$15-$30,none
Italian,Creative,Private Rooms Available,$30-$50,none
American,Hip Place To Be,Private Parties,below $15,Southern
French,Need To Dress,Private Parties,$30-$50,Power Brokers
American,Hip Place To Be,Dining Outdoors,below $15,Eclectic
American,Pub Feel,Private Parties,$15-$30,Grills
American,Excellent Decor,Entertainment,$30-$50,none
American,Excellent Service,Catering for Special Events,$15-$30,Power Brokers
French,Extraordinary Food,Weekend Jazz Brunch,$30-$50,none
Italian,Good Service,Dining Outdoors,$15-$30,Pizza
American,Warm spots by the fire,Weekend Lunch,$15-$30,Central
American,Quiet for Conversation,Weekend Lunch,$30-$50,Continental
American,Good for Younger Kids,Entertainment,$15-$30,Diners
American,Good Service,none,$15-$30,Southern
Italian,Excellent Food,Entertainment,$30-$50,none
American,Old World Cafe Charm,Private Parties,$15-$30,Eclectic
Italian,Great for People Watching,Short Drive,$15-$30,none
American,Excellent Food,Takeout Available,$30-$50,Grills
Italian,Extraordinary Decor,Long Drive,$15-$30,none
Italian,Excellent Food,Special Brunch Menu,$30-$50,none
Mexican,Extraordinary Service,Weekend Brunch,$15-$30,Cab
Italian,Romantic,Late Night Menu,$15-$30,Eclectic
French,Romantic,Walk,$30-$50,Cab
American,Excellent Service,Weekend Brunch,$15-$30,Southwestern
American,Great for People Watching,Private Parties,$15-$30,Power Brokers
American,An Historic Spot,Open on Mondays,below $15,none
Mexican,Excellent Food,After Hours Dining,below $15,Tacos
American,Wheelchair Access,Dining Outdoors,$15-$30,Diners
American,Parking/Valet,Dancing,below $15,Hamburgers
Italian,Excellent Service,Pre-theater Dining,$15-$30,Pizza
French,Parking/Valet,Dancing,$15-$30,none
Italian,Extraordinary Decor,Takeout Available,$15-$30,Cab
American,Health Conscious Menus,Short Drive,over $50,none
American,Warm spots by the fire,Private Rooms Available,below $15,Coffee Shops
French,Need To Dress,Weekend Lunch,over $50,none
Mexican,Hip Place To Be,Weekend Brunch,$15-$30,Cab
American,Excellent Food,Takeout Available,below $15,Health Food
American,Very Busy - Reservations a Must,Entertainment,$30-$50,High Tea
French,Classic Hotel Dining,Long Drive,$30-$50,Continental
American,Excellent Service,Private Rooms Available,$15-$30,Southern
American,Parking/Valet,Takeout Available,$15-$30,none
American,Good Decor,Weekend Dining,$15-$30,Power Brokers
American,Excellent Food,Delivery Available,$15-$30,Hamburgers
Italian,Excellent Food,Entertainment,below $15,none
Mexican,Excellent Service,Long Drive,$15-$30,none
American,Relaxed Senior Scene,Weekend Dining,$15-$30,Coffee Shops
Italian,Excellent Food,Weekend Dining,$15-$30,Eclectic
American,Creative,Pre-theater Dining,over $50,none
American,No Smoking Allowed,Catering for Special Events,$30-$50,none
Italian,Singles Scene,Weekend Brunch,$30-$50,Power Brokers
American,No Reservations,Takeout Available,$15-$30,Southwestern
Italian,Great for People Watching,Weekend Lunch,$15-$30,Hamburgers
Italian,Singles Scene,Weekend Dining,$15-$30,Pizza
American,Extraordinary Service,Weekend Brunch,$30-$50,Continental
Italian,Good Service,Short Drive,$15-$30,none
American,Up and Coming,Prix Fixe Menus,$30-$50,none
Mexican,Excellent Decor,After Hours Dining,$15-$30,none
Italian,Singles Scene,Dining Outdoors,$15-$30,Pizza
French,Hip Place To Be,Pre-theater Dining,$30-$50,Power Brokers
French,Extraordinary Decor,Private Rooms Available,$30-$50,High Tea
American,Classic Hotel Dining,Pre-theater Dining,$30-$50,Californian
American,People Keep Coming Back,Entertainment,below $15,Coffee Shops
