cuisine,atmosphere,occasion,price,style
American,Quiet for Conversation,Prix Fixe Menus,$30-$50,High Tea
American,Quiet for Conversation,Entertainment,$30-$50,Power Brokers
American,Quiet for Conversation,Entertainment,$30-$50,Power Brokers
American,Quiet for Conversation,Entertainment,$30-$50,High Tea
American,Quiet for Conversation,Entertainment,$30-$50,High Tea
American,Quiet for Conversation,Weekend Dining,$30-$50,Power Brokers
American,Quiet for Conversation,Weekend Dining,$30-$50,Power Brokers
American,Quiet for Conversation,Weekend Dining,$30-$50,High Tea
American,Quiet for Conversation,Weekend Dining,$30-$50,High Tea
American,Quiet for Conversation,Private Rooms Available,$30-$50,Power Brokers
American,Quiet for Conversation,Private Rooms Available,$30-$50,Power Brokers
American,Quiet for Conversation,Private Rooms Available,$30-$50,High Tea
American,Quiet for Conversation,Private Rooms Available,$30-$50,High Tea
American,Fabulous Wine Lists,Private Parties,$30-$50,Power Brokers
American,Fabulous Wine Lists,Private Parties,$30-$50,Power Brokers
American,Fabulous Wine Lists,Private Parties,$30-$50,High Tea
American,Fabulous Wine Lists,Private Parties,$30-$50,High Tea
American,Fabulous Wine Lists,Special Brunch Menu,$30-$50,Power Brokers
American,Fabulous Wine Lists,Special Brunch Menu,$30-$50,Power Brokers
American,Fabulous Wine Lists,Special Brunch Menu,$30-$50,High Tea
American,Fabulous Wine Lists,Special Brunch Menu,$30-$50,High Tea
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Power Brokers
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Power Brokers
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,High Tea
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,High Tea
American,Fabulous Wine Lists,Dancing,$30-$50,Power Brokers
American,Fabulous Wine Lists,Dancing,$30-$50,Power Brokers
American,Fabulous Wine Lists,Dancing,$30-$50,High Tea
American,Fabulous Wine Lists,Dancing,$30-$50,High Tea
American,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,Power Brokers
American,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,Power Brokers
American,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,High Tea
American,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,High Tea
American,Fabulous Wine Lists,Entertainment,$30-$50,Power Brokers
American,Fabulous Wine Lists,Entertainment,$30-$50,Power Brokers
American,Fabulous Wine Lists,Entertainment,$30-$50,High Tea
American,Fabulous Wine Lists,Entertainment,$30-$50,High Tea
American,Fabulous Wine Lists,Weekend Dining,$30-$50,Power Brokers
American,Fabulous Wine Lists,Weekend Dining,$30-$50,Power Brokers
American,Fabulous Wine Lists,Weekend Dining,$30-$50,High Tea
American,Fabulous Wine Lists,Weekend Dining,$30-$50,High Tea
American,Fabulous Wine Lists,Private Rooms Available,$30-$50,Power Brokers
American,Fabulous Wine Lists,Private Rooms Available,$30-$50,Power Brokers
American,Fabulous Wine Lists,Private Rooms Available,$30-$50,High Tea
American,Fabulous Wine Lists,Private Rooms Available,$30-$50,High Tea
American,Business Scene,Private Parties,$30-$50,Power Brokers
American,Business Scene,Private Parties,$30-$50,Power Brokers
American,Business Scene,Private Parties,$30-$50,High Tea
American,Business Scene,Private Parties,$30-$50,High Tea
American,Business Scene,Special Brunch Menu,$30-$50,Power Brokers
American,Business Scene,Special Brunch Menu,$30-$50,Power Brokers
American,Business Scene,Special Brunch Menu,$30-$50,High Tea
American,Business Scene,Special Brunch Menu,$30-$50,High Tea
American,Business Scene,Fine for Dining Alone,$30-$50,Power Brokers
American,Business Scene,Fine for Dining Alone,$30-$50,Power Brokers
American,Business Scene,Fine for Dining Alone,$30-$50,High Tea
American,Business Scene,Fine for Dining Alone,$30-$50,High Tea
American,Business Scene,Dancing,$30-$50,Power Brokers
American,Business Scene,Dancing,$30-$50,Power Brokers
American,Business Scene,Dancing,$30-$50,High Tea
American,Business Scene,Dancing,$30-$50,High Tea
American,Business Scene,Prix Fixe Menus,$30-$50,Power Brokers
American,Business Scene,Prix Fixe Menus,$30-$50,Power Brokers
American,Business Scene,Prix Fixe Menus,$30-$50,High Tea
American,Business Scene,Prix Fixe Menus,$30-$50,High Tea
American,Business Scene,Entertainment,$30-$50,Power Brokers
American,Business Scene,Entertainment,$30-$50,Power Brokers
American,Business Scene,Entertainment,$30-$50,High Tea
American,Business Scene,Entertainment,$30-$50,High Tea
American,Business Scene,Weekend Dining,$30-$50,Power Brokers
American,Business Scene,Weekend Dining,$30-$50,Power Brokers
American,Business Scene,Weekend Dining,$30-$50,High Tea
American,Business Scene,Weekend Dining,$30-$50,High Tea
American,Business Scene,Private Rooms Available,$30-$50,Power Brokers
American,Business Scene,Private Rooms Available,$30-$50,Power Brokers
American,Business Scene,Private Rooms Available,$30-$50,High Tea
American,Business Scene,Private Rooms Available,$30-$50,High Tea
American,Classic Hotel Dining,Private Parties,$30-$50,Power Brokers
American,Classic Hotel Dining,Private Parties,$30-$50,Power Brokers
American,Classic Hotel Dining,Private Parties,$30-$50,High Tea
American,Classic Hotel Dining,Private Parties,$30-$50,High Tea
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,Power Brokers
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,Power Brokers
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,High Tea
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,High Tea
American,Classic Hotel Dining,Fine for Dining Alone,$30-$50,Power Brokers
American,Classic Hotel Dining,Fine for Dining Alone,$30-$50,Power Brokers
American,Classic Hotel Dining,Fine for Dining Alone,$30-$50,High Tea
American,Classic Hotel Dining,Fine for Dining Alone,$30-$50,High Tea
American,Classic Hotel Dining,Dancing,$30-$50,Power Brokers
American,Classic Hotel Dining,Dancing,$30-$50,Power Brokers
American,Classic Hotel Dining,Dancing,$30-$50,High Tea
American,Classic Hotel Dining,Dancing,$30-$50,High Tea
American,Classic Hotel Dining,Prix Fixe Menus,$30-$50,Power Brokers
American,Classic Hotel Dining,Prix Fixe Menus,$30-$50,Power Brokers
American,Classic Hotel Dining,Prix Fixe Menus,$30-$50,High Tea
American,Classic Hotel Dining,Prix Fixe Menus,$30-$50,High Tea
American,Classic Hotel Dining,Entertainment,$30-$50,Power Brokers
American,Classic Hotel Dining,Entertainment,$30-$50,Power Brokers
American,Classic Hotel Dining,Entertainment,$30-$50,High Tea
American,Classic Hotel Dining,Entertainment,$30-$50,High Tea
American,Classic Hotel Dining,Weekend Dining,$30-$50,Power Brokers
American,Classic Hotel Dining,Weekend Dining,$30-$50,Power Brokers
American,Classic Hotel Dining,Weekend Dining,$30-$50,High Tea
American,Classic Hotel Dining,Weekend Dining,$30-$50,High Tea
American,Classic Hotel Dining,Private Rooms Available,$30-$50,Power Brokers
American,Classic Hotel Dining,Private Rooms Available,$30-$50,Power Brokers
American,Classic Hotel Dining,Private Rooms Available,$30-$50,High Tea
American,Classic Hotel Dining,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Food,Private Parties,$30-$50,Power Brokers
American,Extraordinary Food,Private Parties,$30-$50,Power Brokers
American,Extraordinary Food,Private Parties,$30-$50,High Tea
American,Extraordinary Food,Private Parties,$30-$50,High Tea
American,Extraordinary Food,Special Brunch Menu,$30-$50,Power Brokers
American,Extraordinary Food,Special Brunch Menu,$30-$50,Power Brokers
American,Extraordinary Food,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Food,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Food,Fine for Dining Alone,$30-$50,Power Brokers
American,Extraordinary Food,Fine for Dining Alone,$30-$50,Power Brokers
American,Extraordinary Food,Fine for Dining Alone,$30-$50,High Tea
American,Extraordinary Food,Fine for Dining Alone,$30-$50,High Tea
American,Extraordinary Food,Dancing,$30-$50,Power Brokers
American,Extraordinary Food,Dancing,$30-$50,Power Brokers
American,Extraordinary Food,Dancing,$30-$50,High Tea
American,Extraordinary Food,Dancing,$30-$50,High Tea
American,Extraordinary Food,Prix Fixe Menus,$30-$50,Power Brokers
American,Extraordinary Food,Prix Fixe Menus,$30-$50,Power Brokers
American,Extraordinary Food,Prix Fixe Menus,$30-$50,High Tea
American,Extraordinary Food,Prix Fixe Menus,$30-$50,High Tea
American,Extraordinary Food,Entertainment,$30-$50,Power Brokers
American,Extraordinary Food,Entertainment,$30-$50,Power Brokers
American,Extraordinary Food,Entertainment,$30-$50,High Tea
American,Extraordinary Food,Entertainment,$30-$50,High Tea
American,Extraordinary Food,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Food,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Food,Weekend Dining,$30-$50,High Tea
American,Extraordinary Food,Weekend Dining,$30-$50,High Tea
American,Extraordinary Food,Private Rooms Available,$30-$50,Power Brokers
American,Extraordinary Food,Private Rooms Available,$30-$50,Power Brokers
American,Extraordinary Food,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Food,Private Rooms Available,$30-$50,High Tea
American,Great for People Watching,Private Parties,$30-$50,Power Brokers
American,Great for People Watching,Private Parties,$30-$50,Power Brokers
American,Great for People Watching,Private Parties,$30-$50,High Tea
American,Great for People Watching,Private Parties,$30-$50,High Tea
American,Great for People Watching,Special Brunch Menu,$30-$50,Power Brokers
American,Great for People Watching,Special Brunch Menu,$30-$50,Power Brokers
American,Great for People Watching,Special Brunch Menu,$30-$50,High Tea
American,Great for People Watching,Special Brunch Menu,$30-$50,High Tea
American,Great for People Watching,Fine for Dining Alone,$30-$50,Power Brokers
American,Great for People Watching,Fine for Dining Alone,$30-$50,Power Brokers
American,Great for People Watching,Fine for Dining Alone,$30-$50,High Tea
American,Great for People Watching,Fine for Dining Alone,$30-$50,High Tea
American,Great for People Watching,Dancing,$30-$50,Power Brokers
American,Great for People Watching,Dancing,$30-$50,Power Brokers
American,Great for People Watching,Dancing,$30-$50,High Tea
American,Great for People Watching,Dancing,$30-$50,High Tea
American,Great for People Watching,Prix Fixe Menus,$30-$50,Power Brokers
American,Great for People Watching,Prix Fixe Menus,$30-$50,Power Brokers
American,Great for People Watching,Prix Fixe Menus,$30-$50,High Tea
American,Great for People Watching,Prix Fixe Menus,$30-$50,High Tea
American,Great for People Watching,Entertainment,$30-$50,Power Brokers
American,Great for People Watching,Entertainment,$30-$50,Power Brokers
American,Great for People Watching,Entertainment,$30-$50,High Tea
American,Great for People Watching,Entertainment,$30-$50,High Tea
American,Great for People Watching,Weekend Dining,$30-$50,Power Brokers
American,Great for People Watching,Weekend Dining,$30-$50,Power Brokers
American,Great for People Watching,Weekend Dining,$30-$50,High Tea
American,Great for People Watching,Weekend Dining,$30-$50,High Tea
American,Great for People Watching,Private Rooms Available,$30-$50,Power Brokers
American,Great for People Watching,Private Rooms Available,$30-$50,Power Brokers
American,Great for People Watching,Private Rooms Available,$30-$50,High Tea
American,Great for People Watching,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Service,Private Parties,$30-$50,Power Brokers
American,Extraordinary Service,Private Parties,$30-$50,Power Brokers
American,Extraordinary Service,Private Parties,$30-$50,High Tea
American,Extraordinary Service,Private Parties,$30-$50,High Tea
American,Extraordinary Service,Special Brunch Menu,$30-$50,Power Brokers
American,Extraordinary Service,Special Brunch Menu,$30-$50,Power Brokers
American,Extraordinary Service,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Service,Special Brunch Menu,$30-$50,High Tea
American,Extraordinary Service,Fine for Dining Alone,$30-$50,Power Brokers
American,Extraordinary Service,Fine for Dining Alone,$30-$50,Power Brokers
American,Extraordinary Service,Fine for Dining Alone,$30-$50,High Tea
American,Extraordinary Service,Fine for Dining Alone,$30-$50,High Tea
American,Extraordinary Service,Dancing,$30-$50,Power Brokers
American,Extraordinary Service,Dancing,$30-$50,Power Brokers
American,Extraordinary Service,Dancing,$30-$50,High Tea
American,Extraordinary Service,Dancing,$30-$50,High Tea
American,Extraordinary Service,Prix Fixe Menus,$30-$50,Power Brokers
American,Extraordinary Service,Prix Fixe Menus,$30-$50,Power Brokers
American,Extraordinary Service,Prix Fixe Menus,$30-$50,High Tea
American,Extraordinary Service,Prix Fixe Menus,$30-$50,High Tea
American,Extraordinary Service,Entertainment,$30-$50,Power Brokers
American,Extraordinary Service,Entertainment,$30-$50,Power Brokers
American,Extraordinary Service,Entertainment,$30-$50,High Tea
American,Extraordinary Service,Entertainment,$30-$50,High Tea
American,Extraordinary Service,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Service,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Service,Weekend Dining,$30-$50,High Tea
American,Extraordinary Service,Weekend Dining,$30-$50,High Tea
American,Extraordinary Service,Private Rooms Available,$30-$50,Power Brokers
American,Extraordinary Service,Private Rooms Available,$30-$50,Power Brokers
American,Extraordinary Service,Private Rooms Available,$30-$50,High Tea
American,Extraordinary Service,Private Rooms Available,$30-$50,High Tea
American,Good Out of Town Business,Private Parties,$30-$50,Power Brokers
American,Good Out of Town Business,Private Parties,$30-$50,Power Brokers
American,Good Out of Town Business,Private Parties,$30-$50,High Tea
American,Good Out of Town Business,Private Parties,$30-$50,High Tea
American,Good Out of Town Business,Special Brunch Menu,$30-$50,Power Brokers
American,Good Out of Town Business,Special Brunch Menu,$30-$50,Power Brokers
American,Good Out of Town Business,Special Brunch Menu,$30-$50,High Tea
American,Good Out of Town Business,Special Brunch Menu,$30-$50,High Tea
American,Good Out of Town Business,Fine for Dining Alone,$30-$50,Power Brokers
American,Good Out of Town Business,Fine for Dining Alone,$30-$50,Power Brokers
American,Good Out of Town Business,Fine for Dining Alone,$30-$50,High Tea
American,Good Out of Town Business,Fine for Dining Alone,$30-$50,High Tea
American,Good Out of Town Business,Dancing,$30-$50,Power Brokers
American,Good Out of Town Business,Dancing,$30-$50,Power Brokers
American,Good Out of Town Business,Dancing,$30-$50,High Tea
American,Good Out of Town Business,Dancing,$30-$50,High Tea
American,Good Out of Town Business,Prix Fixe Menus,$30-$50,Power Brokers
American,Good Out of Town Business,Prix Fixe Menus,$30-$50,Power Brokers
American,Good Out of Town Business,Prix Fixe Menus,$30-$50,High Tea
American,Good Out of Town Business,Prix Fixe Menus,$30-$50,High Tea
American,Good Out of Town Business,Entertainment,$30-$50,Power Brokers
American,Good Out of Town Business,Entertainment,$30-$50,Power Brokers
American,Good Out of Town Business,Entertainment,$30-$50,High Tea
American,Good Out of Town Business,Entertainment,$30-$50,High Tea
American,Good Out of Town Business,Weekend Dining,$30-$50,Power Brokers
American,Good Out of Town Business,Weekend Dining,$30-$50,Power Brokers
American,Good Out of Town Business,Weekend Dining,$30-$50,High Tea
American,Good Out of Town Business,Weekend Dining,$30-$50,High Tea
American,Good Out of Town Business,Private Rooms Available,$30-$50,Power Brokers
American,Good Out of Town Business,Private Rooms Available,$30-$50,Power Brokers
American,Good Out of Town Business,Private Rooms Available,$30-$50,High Tea
American,Good Out of Town Business,Private Rooms Available,$30-$50,High Tea
Italian,Parking/Valet,Weekend Lunch,$15-$30,Cab
Italian,Parking/Valet,Weekend Lunch,$15-$30,Pizza
Italian,Parking/Valet,Weekend Dining,$15-$30,Cab
Italian,Parking/Valet,Weekend Dining,$15-$30,Pizza
Italian,No Reservations,Weekend Lunch,$15-$30,Cab
Italian,No Reservations,Weekend Lunch,$15-$30,Pizza
Italian,No Reservations,Weekend Dining,$15-$30,Cab
Italian,No Reservations,Weekend Dining,$15-$30,Pizza
Italian,Good Decor,Weekend Lunch,$15-$30,Cab
Italian,Good Decor,Weekend Lunch,$15-$30,Pizza
Italian,Good Decor,Weekend Dining,$15-$30,Cab
Italian,Good Decor,Weekend Dining,$15-$30,Pizza
Italian,No Smoking Allowed,Weekend Lunch,$15-$30,Cab
Italian,No Smoking Allowed,Weekend Lunch,$15-$30,Pizza
Italian,No Smoking Allowed,Weekend Dining,$15-$30,Cab
Italian,No Smoking Allowed,Weekend Dining,$15-$30,Pizza
Italian,Good Service,Weekend Lunch,$15-$30,Cab
Italian,Good Service,Weekend Lunch,$15-$30,Pizza
Italian,Good Service,Weekend Dining,$15-$30,Cab
Italian,Good Service,Weekend Dining,$15-$30,Pizza
Italian,Good Food,Weekend Lunch,$15-$30,Cab
Italian,Good Food,Weekend Lunch,$15-$30,Pizza
Italian,Good Food,Weekend Dining,$15-$30,Cab
Italian,Good Food,Weekend Dining,$15-$30,Pizza
Italian,Wheelchair Access,Weekend Lunch,$15-$30,Cab
Italian,Wheelchair Access,Weekend Lunch,$15-$30,Pizza
Italian,Wheelchair Access,Weekend Dining,$15-$30,Cab
Italian,Wheelchair Access,Weekend Dining,$15-$30,Pizza
American,Place for Singles,Weekend Lunch,$15-$30,none
American,Place for Singles,Takeout Available,$15-$30,none
American,Place for Singles,Dining Outdoors,$15-$30,none
American,Place for Singles,Special Brunch Menu,$15-$30,none
American,Place for Singles,Dining After the Theater,$15-$30,none
American,Place for Singles,Dancing,$15-$30,none
American,Place for Singles,Entertainment,$15-$30,none
American,Place for Singles,Delivery Available,$15-$30,none
American,Place for Singles,After Hours Dining,$15-$30,none
American,Place for Singles,Weekend Dining,$15-$30,none
American,Place for Singles,Open for Breakfast,$15-$30,none
American,Parking/Valet,Weekend Lunch,$15-$30,none
American,Parking/Valet,Takeout Available,$15-$30,none
American,Parking/Valet,Dining Outdoors,$15-$30,none
American,Parking/Valet,Special Brunch Menu,$15-$30,none
American,Parking/Valet,Dining After the Theater,$15-$30,none
American,Parking/Valet,Dancing,$15-$30,none
American,Parking/Valet,Entertainment,$15-$30,none
American,Parking/Valet,Delivery Available,$15-$30,none
American,Parking/Valet,After Hours Dining,$15-$30,none
American,Parking/Valet,Weekend Dining,$15-$30,none
American,Parking/Valet,Open for Breakfast,$15-$30,none
American,No Reservations,Weekend Lunch,$15-$30,none
American,No Reservations,Takeout Available,$15-$30,none
American,No Reservations,Dining Outdoors,$15-$30,none
American,No Reservations,Special Brunch Menu,$15-$30,none
American,No Reservations,Dining After the Theater,$15-$30,none
American,No Reservations,Dancing,$15-$30,none
American,No Reservations,Entertainment,$15-$30,none
American,No Reservations,Delivery Available,$15-$30,none
American,No Reservations,After Hours Dining,$15-$30,none
American,No Reservations,Weekend Dining,$15-$30,none
American,No Reservations,Open for Breakfast,$15-$30,none
American,Good Decor,Weekend Lunch,$15-$30,none
American,Good Decor,Takeout Available,$15-$30,none
American,Good Decor,Dining Outdoors,$15-$30,none
American,Good Decor,Special Brunch Menu,$15-$30,none
American,Good Decor,Dining After the Theater,$15-$30,none
American,Good Decor,Dancing,$15-$30,none
American,Good Decor,Entertainment,$15-$30,none
American,Good Decor,Delivery Available,$15-$30,none
American,Good Decor,After Hours Dining,$15-$30,none
American,Good Decor,Weekend Dining,$15-$30,none
American,Good Decor,Open for Breakfast,$15-$30,none
American,Good Service,Weekend Lunch,$15-$30,none
American,Good Service,Takeout Available,$15-$30,none
American,Good Service,Dining Outdoors,$15-$30,none
American,Good Service,Special Brunch Menu,$15-$30,none
American,Good Service,Dining After the Theater,$15-$30,none
American,Good Service,Dancing,$15-$30,none
American,Good Service,Entertainment,$15-$30,none
American,Good Service,Delivery Available,$15-$30,none
American,Good Service,After Hours Dining,$15-$30,none
American,Good Service,Weekend Dining,$15-$30,none
American,Good Service,Open for Breakfast,$15-$30,none
American,Excellent Food,Weekend Lunch,$15-$30,none
American,Excellent Food,Takeout Available,$15-$30,none
American,Excellent Food,Dining Outdoors,$15-$30,none
American,Excellent Food,Special Brunch Menu,$15-$30,none
American,Excellent Food,Dining After the Theater,$15-$30,none
American,Excellent Food,Dancing,$15-$30,none
American,Excellent Food,Entertainment,$15-$30,none
American,Excellent Food,Delivery Available,$15-$30,none
American,Excellent Food,After Hours Dining,$15-$30,none
American,Excellent Food,Weekend Dining,$15-$30,none
American,Excellent Food,Open for Breakfast,$15-$30,none
American,For the Young and Young at Heart,Weekend Lunch,$15-$30,none
American,For the Young and Young at Heart,Takeout Available,$15-$30,none
American,For the Young and Young at Heart,Dining Outdoors,$15-$30,none
American,For the Young and Young at Heart,Special Brunch Menu,$15-$30,none
American,For the Young and Young at Heart,Dining After the Theater,$15-$30,none
American,For the Young and Young at Heart,Dancing,$15-$30,none
American,For the Young and Young at Heart,Entertainment,$15-$30,none
American,For the Young and Young at Heart,Delivery Available,$15-$30,none
American,For the Young and Young at Heart,After Hours Dining,$15-$30,none
American,For the Young and Young at Heart,Weekend Dining,$15-$30,none
American,For the Young and Young at Heart,Open for Breakfast,$15-$30,none
American,Great for People Watching,Weekend Lunch,$15-$30,none
American,Great for People Watching,Takeout Available,$15-$30,none
American,Great for People Watching,Dining Outdoors,$15-$30,none
American,Great for People Watching,Special Brunch Menu,$15-$30,none
American,Great for People Watching,Dining After the Theater,$15-$30,none
American,Great for People Watching,Dancing,$15-$30,none
American,Great for People Watching,Entertainment,$15-$30,none
American,Great for People Watching,Delivery Available,$15-$30,none
American,Great for People Watching,After Hours Dining,$15-$30,none
American,Great for People Watching,Weekend Dining,$15-$30,none
American,Great for People Watching,Open for Breakfast,$15-$30,none
American,Quirky,Weekend Lunch,$15-$30,none
American,Quirky,Takeout Available,$15-$30,none
American,Quirky,Dining Outdoors,$15-$30,none
American,Quirky,Special Brunch Menu,$15-$30,none
American,Quirky,Dining After the Theater,$15-$30,none
American,Quirky,Dancing,$15-$30,none
American,Quirky,Entertainment,$15-$30,none
American,Quirky,Delivery Available,$15-$30,none
American,Quirky,After Hours Dining,$15-$30,none
American,Quirky,Weekend Dining,$15-$30,none
American,Quirky,Open for Breakfast,$15-$30,none
American,Health Conscious Menus,Private Parties,$15-$30,none
American,Health Conscious Menus,Private Parties,$15-$30,none
American,Health Conscious Menus,Takeout Available,$15-$30,none
American,Health Conscious Menus,Takeout Available,$15-$30,none
American,Health Conscious Menus,Dining Outdoors,$15-$30,none
American,Health Conscious Menus,Dining Outdoors,$15-$30,none
American,Health Conscious Menus,Special Brunch Menu,$15-$30,none
American,Health Conscious Menus,Special Brunch Menu,$15-$30,none
American,Health Conscious Menus,Delivery Available,$15-$30,none
American,Health Conscious Menus,Delivery Available,$15-$30,none
American,Health Conscious Menus,Weekend Dining,$15-$30,none
American,Health Conscious Menus,Weekend Dining,$15-$30,none
American,Health Conscious Menus,Private Rooms Available,$15-$30,none
American,Health Conscious Menus,Private Rooms Available,$15-$30,none
American,Excellent Decor,Private Parties,$15-$30,none
American,Excellent Decor,Private Parties,$15-$30,none
American,Excellent Decor,Takeout Available,$15-$30,none
American,Excellent Decor,Takeout Available,$15-$30,none
American,Excellent Decor,Dining Outdoors,$15-$30,none
American,Excellent Decor,Dining Outdoors,$15-$30,none
American,Excellent Decor,Special Brunch Menu,$15-$30,none
American,Excellent Decor,Special Brunch Menu,$15-$30,none
American,Excellent Decor,Delivery Available,$15-$30,none
American,Excellent Decor,Delivery Available,$15-$30,none
American,Excellent Decor,Weekend Dining,$15-$30,none
American,Excellent Decor,Weekend Dining,$15-$30,none
American,Excellent Decor,Private Rooms Available,$15-$30,none
American,Excellent Decor,Private Rooms Available,$15-$30,none
American,Excellent Service,Private Parties,$15-$30,none
American,Excellent Service,Private Parties,$15-$30,none
American,Excellent Service,Takeout Available,$15-$30,none
American,Excellent Service,Takeout Available,$15-$30,none
American,Excellent Service,Dining Outdoors,$15-$30,none
American,Excellent Service,Dining Outdoors,$15-$30,none
American,Excellent Service,Special Brunch Menu,$15-$30,none
American,Excellent Service,Special Brunch Menu,$15-$30,none
American,Excellent Service,Delivery Available,$15-$30,none
American,Excellent Service,Delivery Available,$15-$30,none
American,Excellent Service,Weekend Dining,$15-$30,none
American,Excellent Service,Weekend Dining,$15-$30,none
American,Excellent Service,Private Rooms Available,$15-$30,none
American,Excellent Service,Private Rooms Available,$15-$30,none
American,Great for People Watching,Private Parties,$15-$30,none
American,Great for People Watching,Private Parties,$15-$30,none
American,Great for People Watching,Takeout Available,$15-$30,none
American,Great for People Watching,Takeout Available,$15-$30,none
American,Great for People Watching,Dining Outdoors,$15-$30,none
American,Great for People Watching,Dining Outdoors,$15-$30,none
American,Great for People Watching,Special Brunch Menu,$15-$30,none
American,Great for People Watching,Special Brunch Menu,$15-$30,none
American,Great for People Watching,Delivery Available,$15-$30,none
American,Great for People Watching,Delivery Available,$15-$30,none
American,Great for People Watching,Weekend Dining,$15-$30,none
American,Great for People Watching,Weekend Dining,$15-$30,none
American,Great for People Watching,Private Rooms Available,$15-$30,none
American,Great for People Watching,Private Rooms Available,$15-$30,none
American,Excellent Food,Private Parties,$15-$30,none
American,Excellent Food,Private Parties,$15-$30,none
American,Excellent Food,Takeout Available,$15-$30,none
American,Excellent Food,Takeout Available,$15-$30,none
American,Excellent Food,Dining Outdoors,$15-$30,none
American,Excellent Food,Dining Outdoors,$15-$30,none
American,Excellent Food,Special Brunch Menu,$15-$30,none
American,Excellent Food,Special Brunch Menu,$15-$30,none
American,Excellent Food,Delivery Available,$15-$30,none
American,Excellent Food,Delivery Available,$15-$30,none
American,Excellent Food,Weekend Dining,$15-$30,none
American,Excellent Food,Weekend Dining,$15-$30,none
American,Excellent Food,Private Rooms Available,$15-$30,none
American,Excellent Food,Private Rooms Available,$15-$30,none
American,Place for Singles,Weekend Lunch,$15-$30,none
American,Place for Singles,Takeout Available,$15-$30,none
American,Place for Singles,Dining Outdoors,$15-$30,none
American,Place for Singles,Special Brunch Menu,$15-$30,none
American,Place for Singles,Dancing,$15-$30,none
American,Place for Singles,Entertainment,$15-$30,none
American,Place for Singles,Delivery Available,$15-$30,none
American,Place for Singles,Weekend Dining,$15-$30,none
American,Parking/Valet,Weekend Lunch,$15-$30,none
American,Parking/Valet,Takeout Available,$15-$30,none
American,Parking/Valet,Dining Outdoors,$15-$30,none
American,Parking/Valet,Special Brunch Menu,$15-$30,none
American,Parking/Valet,Dancing,$15-$30,none
American,Parking/Valet,Entertainment,$15-$30,none
American,Parking/Valet,Delivery Available,$15-$30,none
American,Parking/Valet,Weekend Dining,$15-$30,none
American,Good Decor,Weekend Lunch,$15-$30,none
American,Good Decor,Takeout Available,$15-$30,none
American,Good Decor,Dining Outdoors,$15-$30,none
American,Good Decor,Special Brunch Menu,$15-$30,none
American,Good Decor,Dancing,$15-$30,none
American,Good Decor,Entertainment,$15-$30,none
American,Good Decor,Delivery Available,$15-$30,none
American,Good Decor,Weekend Dining,$15-$30,none
American,Good Service,Weekend Lunch,$15-$30,none
American,Good Service,Takeout Available,$15-$30,none
American,Good Service,Dining Outdoors,$15-$30,none
American,Good Service,Special Brunch Menu,$15-$30,none
American,Good Service,Dancing,$15-$30,none
American,Good Service,Entertainment,$15-$30,none
American,Good Service,Delivery Available,$15-$30,none
American,Good Service,Weekend Dining,$15-$30,none
American,Buffet Dining,Weekend Lunch,$15-$30,none
American,Buffet Dining,Takeout Available,$15-$30,none
American,Buffet Dining,Dining Outdoors,$15-$30,none
American,Buffet Dining,Special Brunch Menu,$15-$30,none
American,Buffet Dining,Dancing,$15-$30,none
American,Buffet Dining,Entertainment,$15-$30,none
American,Buffet Dining,Delivery Available,$15-$30,none
American,Buffet Dining,Weekend Dining,$15-$30,none
American,Good Food,Weekend Lunch,$15-$30,none
American,Good Food,Takeout Available,$15-$30,none
American,Good Food,Dining Outdoors,$15-$30,none
American,Good Food,Special Brunch Menu,$15-$30,none
American,Good Food,Dancing,$15-$30,none
American,Good Food,Entertainment,$15-$30,none
American,Good Food,Delivery Available,$15-$30,none
American,Good Food,Weekend Dining,$15-$30,none
American,Wheelchair Access,Weekend Lunch,$15-$30,none
American,Wheelchair Access,Takeout Available,$15-$30,none
American,Wheelchair Access,Dining Outdoors,$15-$30,none
American,Wheelchair Access,Special Brunch Menu,$15-$30,none
American,Wheelchair Access,Dancing,$15-$30,none
American,Wheelchair Access,Entertainment,$15-$30,none
American,Wheelchair Access,Delivery Available,$15-$30,none
