"s1","s2"
"atmosphere=On the Beach","occasion=Private Rooms Available"
"atmosphere=On the Beach","occasion=Dining Outdoors"
"atmosphere=Extraordinary Service","occasion=Weekend Lunch"
"atmosphere=Extraordinary Service","occasion=Weekend Brunch"
"atmosphere=Poor Decor","occasion=Weekend Lunch"
"atmosphere=Poor Decor","occasion=Weekend Brunch"
"atmosphere=Poor Decor","occasion=Weekend Jazz Brunch"
"atmosphere=Authentic","occasion=Weekend Brunch"
"atmosphere=Authentic","occasion=Weekend Jazz Brunch"
"atmosphere=Warm spots by the fire","occasion=Picnics"
"atmosphere=Authentic","occasion=Weekend Lunch"
"atmosphere=Authentic","occasion=Picnics"
"atmosphere=Extraordinary Food","occasion=Picnics"
"atmosphere=Excellent Service","occasion=Picnics"
"atmosphere=Excellent Decor","occasion=Picnics"
"atmosphere=Up and Coming","occasion=Weekend Brunch"
"atmosphere=Fabulous Wine Lists","occasion=Weekend Lunch"
"atmosphere=Little Known But Well Liked","occasion=Weekend Lunch"
"atmosphere=Little Known But Well Liked","occasion=Pre-theater Dining"
"atmosphere=Up and Coming","occasion=Weekend Lunch"
"atmosphere=Up and Coming","occasion=Weekend Jazz Brunch"
"atmosphere=People Keep Coming Back","occasion=Weekend Lunch"
"atmosphere=People Keep Coming Back","occasion=Weekend Brunch"
"atmosphere=People Keep Coming Back","occasion=Weekend Jazz Brunch"
"atmosphere=Hip Place To Be","occasion=Weekend Lunch"
"atmosphere=Hip Place To Be","occasion=Weekend Brunch"
"atmosphere=Hip Place To Be","occasion=Weekend Jazz Brunch"
"atmosphere=Warm spots by the fire","occasion=Margaritas"
"atmosphere=Authentic","occasion=Margaritas"
"atmosphere=Good for Younger Kids","occasion=Picnics"
"atmosphere=Fabulous Wine Lists","occasion=Weekend Brunch"
"atmosphere=Fabulous Wine Lists","occasion=Weekend Jazz Brunch"
"atmosphere=Fabulous Wine Lists","occasion=Picnics"
"atmosphere=Hip Place To Be","occasion=Picnics"
"atmosphere=Focus on Dessert","occasion=Picnics"
"atmosphere=Singles Scene","occasion=Picnics"
"atmosphere=On the Beach","occasion=Open for Breakfast"
"atmosphere=Singles Scene","occasion=Open for Breakfast"
"atmosphere=Great for People Watching","occasion=Weekend Lunch"
"atmosphere=Great for People Watching","occasion=Weekend Brunch"
"atmosphere=Great for People Watching","occasion=Weekend Jazz Brunch"
"atmosphere=Business Scene","occasion=Weekend Jazz Brunch"
"atmosphere=Fabulous Wine Lists","occasion=Parties and Occasions"
"atmosphere=Quiet for Conversation","occasion=Weekend Lunch"
"atmosphere=Quiet for Conversation","occasion=Parties and Occasions"
"atmosphere=Business Scene","occasion=Parties and Occasions"
"atmosphere=Extraordinary Food","occasion=Parties and Occasions"
"atmosphere=Extraordinary Service","occasion=Parties and Occasions"
"atmosphere=Up and Coming","occasion=Picnics"
"atmosphere=Good Service","occasion=Picnics"
"atmosphere=Fair Decor","occasion=Picnics"
"atmosphere=Business Scene","occasion=Pre-theater Dining"
"atmosphere=Business Scene","occasion=Picnics"
"atmosphere=Excellent Food","occasion=Picnics"
"atmosphere=Warm spots by the fire","occasion=Parties and Occasions"
"atmosphere=Romantic","occasion=Parties and Occasions"
"atmosphere=Romantic","occasion=Weekend Jazz Brunch"
"atmosphere=Extraordinary Service","occasion=Weekend Jazz Brunch"
"atmosphere=Extraordinary Decor","occasion=Picnics"
"atmosphere=Hip Place To Be","occasion=Margaritas"
"atmosphere=An Historic Spot","occasion=Weekend Lunch"
"atmosphere=An Historic Spot","occasion=Weekend Brunch"
"atmosphere=An Historic Spot","occasion=Weekend Jazz Brunch"
"atmosphere=An Historic Spot","occasion=Margaritas"
"atmosphere=Little Known But Well Liked","occasion=Weekend Jazz Brunch"
"atmosphere=Relaxed Senior Scene","occasion=Weekend Jazz Brunch"
"atmosphere=Quirky","occasion=Pre-theater Dining"
"atmosphere=Creative","occasion=Weekend Lunch"
"atmosphere=Creative","occasion=Weekend Brunch"
"atmosphere=Creative","occasion=Weekend Jazz Brunch"
"atmosphere=An Out Of The Way Find","occasion=Weekend Lunch"
"atmosphere=An Out Of The Way Find","occasion=Weekend Jazz Brunch"
"atmosphere=An Out Of The Way Find","occasion=Weekend Brunch"
"atmosphere=Hip Place To Be","occasion=Parties and Occasions"
"atmosphere=Authentic","occasion=Parties and Occasions"
"atmosphere=Near-perfect Food","occasion=Parties and Occasions"
"atmosphere=Excellent Decor","occasion=Parties and Occasions"
"atmosphere=Near-perfect Food","occasion=Weekend Lunch"
"atmosphere=Near-perfect Food","occasion=Weekend Brunch"
"atmosphere=Focus on Dessert","occasion=After Hours Dining"
"atmosphere=Great for People Watching","occasion=Parties and Occasions"
"atmosphere=Singles Scene","occasion=Parties and Occasions"
"atmosphere=Good Out of Town Business","occasion=Picnics"
"atmosphere=Great for People Watching","occasion=Picnics"
"atmosphere=Focus on Dessert","occasion=Parties and Occasions"
"atmosphere=Extraordinary Service","occasion=Picnics"
"atmosphere=Need To Dress","occasion=Parties and Occasions"
"atmosphere=Classic Hotel Dining","occasion=Parties and Occasions"
"atmosphere=Good Out of Town Business","occasion=Weekend Jazz Brunch"
"atmosphere=On the Beach","occasion=Late Night Menu"
"atmosphere=Creative","occasion=Parties and Occasions"
"atmosphere=Quiet for Conversation","occasion=Weekend Jazz Brunch"
"atmosphere=Classic Hotel Dining","occasion=Weekend Lunch"
"atmosphere=Classic Hotel Dining","occasion=Weekend Brunch"
"atmosphere=Need To Dress","occasion=Weekend Lunch"
"atmosphere=Quirky","occasion=Parties and Occasions"
"atmosphere=Relaxed Senior Scene","occasion=Parties and Occasions"
"atmosphere=Good for Younger Kids","occasion=Parties and Occasions"
"atmosphere=An Historic Spot","occasion=Parties and Occasions"
"atmosphere=Singles Scene","occasion=Dancing"
"atmosphere=Near-perfect Food","occasion=Weekend Jazz Brunch"
"atmosphere=On the Beach","occasion=Parties and Occasions"
"atmosphere=Need To Dress","occasion=Weekend Brunch"
"atmosphere=Near-perfect Decor","occasion=Weekend Lunch"
"atmosphere=Near-perfect Decor","occasion=Weekend Brunch"
"atmosphere=Near-perfect Decor","occasion=Parties and Occasions"
"atmosphere=An Out Of The Way Find","occasion=Parties and Occasions"
"atmosphere=On the Beach","occasion=Dancing"
"atmosphere=An Out Of The Way Find","occasion=Pre-theater Dining"
"atmosphere=An Out Of The Way Find","occasion=Entertainment"
"atmosphere=Need To Dress","occasion=Pre-theater Dining"
"atmosphere=No Reservations","occasion=Picnics"
"atmosphere=Good Decor","occasion=Picnics"
"atmosphere=Need To Dress","occasion=Weekend Jazz Brunch"
"atmosphere=An Out Of The Way Find","occasion=Open for Breakfast"
"atmosphere=Near-perfect Service","occasion=Parties and Occasions"
"atmosphere=Near-perfect Service","occasion=Entertainment"
"atmosphere=Near-perfect Decor","occasion=Weekend Jazz Brunch"
"atmosphere=On the Beach","occasion=Picnics"
"atmosphere=Fair Service","occasion=Weekend Lunch"
"atmosphere=Fair Service","occasion=Weekend Brunch"
"atmosphere=Fair Service","occasion=Weekend Jazz Brunch"
"atmosphere=Fair Service","occasion=Open for Breakfast"
"atmosphere=Business Scene","occasion=Open for Breakfast"
"atmosphere=Business Scene","occasion=Dancing"
"atmosphere=Near-perfect Food","occasion=Pre-theater Dining"
"atmosphere=Up and Coming","occasion=Parties and Occasions"
"atmosphere=Good Food","occasion=Parties and Occasions"
"atmosphere=Good Service","occasion=Parties and Occasions"
"atmosphere=Good Decor","occasion=Parties and Occasions"
"atmosphere=Quiet for Conversation","occasion=Picnics"
"atmosphere=Quirky","occasion=Picnics"
"atmosphere=Romantic","occasion=Picnics"
"atmosphere=Near-perfect Food","occasion=Picnics"
"atmosphere=Near-perfect Service","occasion=Weekend Lunch"
"atmosphere=Near-perfect Service","occasion=Weekend Brunch"
"atmosphere=Near-perfect Service","occasion=Picnics"
"atmosphere=Creative","occasion=Picnics"
"atmosphere=Great for People Watching","occasion=Margaritas"
"atmosphere=Quirky","occasion=Margaritas"
"atmosphere=On the Beach","occasion=Margaritas"
"atmosphere=Fair Decor","occasion=Pre-theater Dining"
"atmosphere=Near-perfect Service","occasion=Weekend Jazz Brunch"
"atmosphere=Buffet Dining","occasion=Takeout Available"
"atmosphere=Buffet Dining","occasion=Prix Fixe Menus"
"atmosphere=Buffet Dining","occasion=Private Parties"
"atmosphere=Buffet Dining","occasion=Private Rooms Available"
"atmosphere=Buffet Dining","occasion=Catering for Special Events"
"atmosphere=Parking/Valet","occasion=Open for Breakfast"
"atmosphere=Need To Dress","occasion=Prix Fixe Menus"
"atmosphere=Business Scene","occasion=Special Brunch Menu"
"atmosphere=Singles Scene","occasion=Game"
"atmosphere=Parking/Valet","occasion=Special Brunch Menu"
"atmosphere=Up and Coming","occasion=Catering for Special Events"
"atmosphere=Buffet Dining","occasion=Weekend Dining"
"atmosphere=Buffet Dining","occasion=Dining Outdoors"
"atmosphere=Near-perfect Decor","occasion=Catering for Special Events"
"atmosphere=Hip Place To Be","occasion=Short Drive"
"atmosphere=Classic Hotel Dining","occasion=Short Drive"
"atmosphere=Business Scene","occasion=Short Drive"
"atmosphere=Singles Scene","occasion=Short Drive"
"atmosphere=Singles Scene","occasion=Special Brunch Menu"
"atmosphere=Extraordinary Decor","occasion=Short Drive"
"atmosphere=Poor Decor","occasion=Catering for Special Events"
"atmosphere=Extraordinary Service","occasion=Short Drive"
"atmosphere=Warm spots by the fire","occasion=Short Drive"
"atmosphere=Buffet Dining","occasion=Open for Breakfast"
"atmosphere=Fair Food","occasion=Open for Breakfast"
"atmosphere=Buffet Dining","occasion=Entertainment"
"atmosphere=Business Scene","occasion=After Hours Dining"
"atmosphere=Near-perfect Food","occasion=Catering for Special Events"
"atmosphere=Pub Feel","occasion=Margaritas"
"atmosphere=Buffet Dining","occasion=Special Brunch Menu"
"atmosphere=Buffet Dining","occasion=Dancing"
"atmosphere=Parking/Valet","occasion=Weekend Lunch"
"atmosphere=Classic Hotel Dining","occasion=Catering for Special Events"
"atmosphere=Wheelchair Access","occasion=Weekend Lunch"
"atmosphere=No Smoking Allowed","occasion=Pre-theater Dining"
"atmosphere=Very Busy - Reservations a Must","occasion=Weekend Lunch"
"atmosphere=Very Busy - Reservations a Must","occasion=Dining After the Theater"
"atmosphere=Up and Coming","occasion=Dining After the Theater"
"atmosphere=Focus on Dessert","occasion=Weekend Dining"
"atmosphere=Focus on Dessert","occasion=Dining After the Theater"
"atmosphere=Focus on Dessert","occasion=Private Parties"
"atmosphere=Focus on Dessert","occasion=Delivery Available"
"atmosphere=Focus on Dessert","occasion=Special Brunch Menu"
"atmosphere=Focus on Dessert","occasion=Prix Fixe Menus"
"atmosphere=Focus on Dessert","occasion=Pre-theater Dining"
"atmosphere=No Reservations","occasion=Weekend Dining"
"atmosphere=Pub Feel","occasion=Weekend Lunch"
"atmosphere=Health Conscious Menus","occasion=Weekend Lunch"
"atmosphere=Near-perfect Decor","occasion=Delivery Available"
"atmosphere=Place for Singles","occasion=Dining After the Theater"
"atmosphere=No Reservations","occasion=Dining After the Theater"
"atmosphere=No Reservations","occasion=Delivery Available"
"atmosphere=Pub Feel","occasion=Dining After the Theater"
"atmosphere=No Reservations","occasion=Catering for Special Events"
"atmosphere=No Smoking Allowed","occasion=Weekend Lunch"
"atmosphere=Place for Singles","occasion=Weekend Lunch"
"atmosphere=Buffet Dining","occasion=Weekend Lunch"
"atmosphere=Buffet Dining","occasion=Fine for Dining Alone"
"atmosphere=Buffet Dining","occasion=Delivery Available"
"atmosphere=Buffet Dining","occasion=Pre-theater Dining"
"atmosphere=An Out Of The Way Find","occasion=Prix Fixe Menus"
"atmosphere=No Reservations","occasion=Prix Fixe Menus"
"atmosphere=Place for Singles","occasion=Catering for Special Events"
"atmosphere=No Smoking Allowed","occasion=After Hours Dining"
"atmosphere=No Smoking Allowed","occasion=Dancing"
"atmosphere=No Smoking Allowed","occasion=Open for Breakfast"
"atmosphere=No Smoking Allowed","occasion=Special Brunch Menu"
"atmosphere=Focus on Dessert","occasion=Dancing"
"atmosphere=Need To Dress","occasion=Special Brunch Menu"
"atmosphere=An Out Of The Way Find","occasion=Delivery Available"
"atmosphere=An Out Of The Way Find","occasion=Dancing"
"atmosphere=An Out Of The Way Find","occasion=Special Brunch Menu"
"atmosphere=No Reservations","occasion=Pre-theater Dining"
"atmosphere=Fabulous Views","occasion=Weekend Dining"
"atmosphere=Fabulous Views","occasion=Weekend Lunch"
"atmosphere=Fabulous Views","occasion=Prix Fixe Menus"
"atmosphere=Fabulous Views","occasion=Private Parties"
"atmosphere=Fabulous Views","occasion=Private Rooms Available"
"atmosphere=Fabulous Views","occasion=Dining Outdoors"
"atmosphere=Fabulous Views","occasion=Special Brunch Menu"
"atmosphere=Parking/Valet","occasion=Long Drive"
"atmosphere=Good Food","occasion=Long Drive"
"atmosphere=Good Service","occasion=Long Drive"
"atmosphere=Good Decor","occasion=Long Drive"
"atmosphere=For the Young and Young at Heart","occasion=Dining After the Theater"
"atmosphere=Health Conscious Menus","occasion=Dining After the Theater"
"atmosphere=Fabulous Views","occasion=Pre-theater Dining"
"atmosphere=Fabulous Views","occasion=Delivery Available"
"atmosphere=Fabulous Views","occasion=Takeout Available"
"atmosphere=Fabulous Views","occasion=Dancing"
"atmosphere=Fabulous Views","occasion=Entertainment"
"atmosphere=No Smoking Allowed","occasion=Short Drive"
"atmosphere=Authentic","occasion=Special Brunch Menu"
"atmosphere=Focus on Dessert","occasion=Catering for Special Events"
"atmosphere=Authentic","occasion=Open for Breakfast"
"atmosphere=Pub Feel","occasion=Open for Breakfast"
"atmosphere=Need To Dress","occasion=Dining After the Theater"
"atmosphere=Need To Dress","occasion=After Hours Dining"
"atmosphere=Fair Food","occasion=Dining After the Theater"
"atmosphere=Fair Food","occasion=Delivery Available"
"atmosphere=Fabulous Views","occasion=After Hours Dining"
"atmosphere=Fabulous Views","occasion=Fine for Dining Alone"
"atmosphere=Poor Decor","occasion=Dining Outdoors"
"atmosphere=No Smoking Allowed","occasion=Dining After the Theater"
"atmosphere=Fabulous Views","occasion=Dining After the Theater"
"atmosphere=Buffet Dining","occasion=After Hours Dining"
"atmosphere=Authentic","occasion=Dining After the Theater"
"atmosphere=Near-perfect Service","occasion=Pre-theater Dining"
"atmosphere=Near-perfect Food","occasion=Special Brunch Menu"
"atmosphere=Fabulous Views","occasion=Catering for Special Events"
"atmosphere=Fabulous Views","occasion=Open for Breakfast"
"atmosphere=Relaxed Senior Scene","occasion=Dining After the Theater"
"atmosphere=Cafe/Garden Dining","occasion=Takeout Available"
"atmosphere=Cafe/Garden Dining","occasion=Weekend Dining"
"atmosphere=Cafe/Garden Dining","occasion=Private Rooms Available"
"atmosphere=Cafe/Garden Dining","occasion=Private Parties"
"atmosphere=Cafe/Garden Dining","occasion=Entertainment"
"atmosphere=Hip Place To Be","occasion=Early Dining"
"atmosphere=Hip Place To Be","occasion=Happy Hour"
"atmosphere=An Historic Spot","occasion=Happy Hour"
"atmosphere=Warm spots by the fire","occasion=Happy Hour"
"atmosphere=Singles Scene","occasion=Happy Hour"
"atmosphere=Good Food","occasion=Happy Hour"
"atmosphere=Excellent Service","occasion=Happy Hour"
"atmosphere=Extraordinary Decor","occasion=Happy Hour"
"atmosphere=Credit cards are not accepted","occasion=Weekend Dining"
"atmosphere=Cafe/Garden Dining","occasion=Dining Outdoors"
"atmosphere=Need To Dress","occasion=Late Night Menu"
"atmosphere=Credit cards are not accepted","occasion=Catering for Special Events"
"atmosphere=Cafe/Garden Dining","occasion=Game"
"atmosphere=Cafe/Garden Dining","occasion=Delivery Available"
"atmosphere=Focus on Dessert","occasion=Game"
"atmosphere=Wheelchair Access","occasion=Happy Hour"
"atmosphere=Romantic","occasion=Happy Hour"
"atmosphere=Excellent Food","occasion=Happy Hour"
"atmosphere=Excellent Decor","occasion=Happy Hour"
"atmosphere=Parking/Valet","occasion=Happy Hour"
"atmosphere=Up and Coming","occasion=Happy Hour"
"atmosphere=Cafe/Garden Dining","occasion=Dining After the Theater"
"atmosphere=Cafe/Garden Dining","occasion=Late Night Menu"
"atmosphere=Cafe/Garden Dining","occasion=Happy Hour"
"atmosphere=Good Service","occasion=Happy Hour"
"atmosphere=Good Decor","occasion=Happy Hour"
"atmosphere=Fabulous Wine Lists","occasion=Happy Hour"
"atmosphere=Good Out of Town Business","occasion=Happy Hour"
"atmosphere=Very Busy - Reservations a Must","occasion=Happy Hour"
"atmosphere=Need To Dress","occasion=Happy Hour"
"atmosphere=Business Scene","occasion=Happy Hour"
"atmosphere=Extraordinary Food","occasion=Happy Hour"
"atmosphere=Extraordinary Service","occasion=Happy Hour"
"atmosphere=Good for Younger Kids","occasion=Happy Hour"
"atmosphere=For the Young and Young at Heart","occasion=Happy Hour"
"atmosphere=Great for People Watching","occasion=Happy Hour"
"atmosphere=Focus on Dessert","occasion=Happy Hour"
"atmosphere=Fair Decor","occasion=Game"
"atmosphere=Cafe/Garden Dining","occasion=Catering for Special Events"
"atmosphere=Fair Service","occasion=Private Parties"
"atmosphere=Fair Service","occasion=Dining Outdoors"
"atmosphere=Fair Service","occasion=Catering for Special Events"
"atmosphere=Cafe/Garden Dining","occasion=Fine for Dining Alone"
"atmosphere=Cafe/Garden Dining","occasion=Open for Breakfast"
"atmosphere=Relaxed Senior Scene","occasion=Happy Hour"
"atmosphere=Classic Hotel Dining","occasion=Happy Hour"
"atmosphere=Credit cards are not accepted","occasion=Private Rooms Available"
"atmosphere=No Smoking Allowed","occasion=Game"
"atmosphere=No Smoking Allowed","occasion=Late Night Menu"
"atmosphere=No Smoking Allowed","occasion=Early Dining"
"atmosphere=Very Busy - Reservations a Must","occasion=Late Night Menu"
"atmosphere=Cafe/Garden Dining","occasion=Pre-theater Dining"
"atmosphere=Cafe/Garden Dining","occasion=Early Dining"
"atmosphere=Little Known But Well Liked","occasion=Game"
"atmosphere=Extraordinary Food","occasion=Early Dining"
"atmosphere=Extraordinary Service","occasion=Early Dining"
"atmosphere=Need To Dress","occasion=Early Dining"
"atmosphere=Business Scene","occasion=Early Dining"
"atmosphere=Near-perfect Food","occasion=Early Dining"
"atmosphere=Near-perfect Service","occasion=Early Dining"
"atmosphere=Near-perfect Decor","occasion=Early Dining"
"atmosphere=Quirky","occasion=Happy Hour"
"atmosphere=Credit cards are not accepted","occasion=Game"
"atmosphere=Poor Decor","occasion=Private Parties"
"atmosphere=Cafe/Garden Dining","occasion=Dancing"
"atmosphere=Health Conscious Menus","occasion=Happy Hour"
"atmosphere=Fair Decor","occasion=Happy Hour"
"atmosphere=Health Conscious Menus","occasion=Early Dining"
"atmosphere=No Smoking Allowed","occasion=Happy Hour"
"atmosphere=Focus on Dessert","occasion=Early Dining"
"atmosphere=Credit cards are not accepted","occasion=Dining After the Theater"
"atmosphere=Fair Decor","occasion=Dining After the Theater"
"atmosphere=No Reservations","occasion=Happy Hour"
"atmosphere=Near-perfect Food","occasion=Late Night Menu"
"atmosphere=Buffet Dining","occasion=Short Drive"
"atmosphere=Fair Decor","occasion=Short Drive"
"atmosphere=Parking/Valet","occasion=Weekend Brunch"
"atmosphere=Pub Feel","occasion=Long Drive"
"atmosphere=Pub Feel","occasion=Weekend Brunch"
"atmosphere=Pub Feel","occasion=See the Game"
"atmosphere=Singles Scene","occasion=Long Drive"
"atmosphere=Singles Scene","occasion=See the Game"
"atmosphere=Parking/Valet","occasion=See the Game"
"atmosphere=Excellent Food","occasion=See the Game"
"atmosphere=Excellent Service","occasion=See the Game"
"atmosphere=Extraordinary Decor","occasion=Long Drive"
"atmosphere=Extraordinary Decor","occasion=See the Game"
"atmosphere=Relaxed Senior Scene","occasion=Short Drive"
"atmosphere=Romantic","occasion=Short Drive"
"atmosphere=Quiet for Conversation","occasion=Short Drive"
"atmosphere=Fair Decor","occasion=Long Drive"
"atmosphere=Parking/Valet","occasion=Walk"
"atmosphere=Excellent Food","occasion=Walk"
"atmosphere=Excellent Service","occasion=Walk"
"atmosphere=Excellent Decor","occasion=Walk"
"atmosphere=Pub Feel","occasion=Short Drive"
"atmosphere=Place for Singles","occasion=Weekend Brunch"
"atmosphere=Place for Singles","occasion=See the Game"
"atmosphere=Buffet Dining","occasion=Weekend Brunch"
"atmosphere=Buffet Dining","occasion=See the Game"
"atmosphere=Excellent Decor","occasion=See the Game"
"atmosphere=Good for Younger Kids","occasion=Long Drive"
"atmosphere=Relaxed Senior Scene","occasion=Long Drive"
"atmosphere=Near-perfect Service","occasion=After Hours Dining"
"atmosphere=Near-perfect Service","occasion=Late Night Menu"
"atmosphere=Parking/Valet","occasion=Great Place to Meet for a Drink"
"atmosphere=Good Out of Town Business","occasion=Great Place to Meet for a Drink"
"atmosphere=Romantic","occasion=Great Place to Meet for a Drink"
"atmosphere=Business Scene","occasion=Great Place to Meet for a Drink"
"atmosphere=Buffet Dining","occasion=Great Place to Meet for a Drink"
"atmosphere=Excellent Food","occasion=Great Place to Meet for a Drink"
"atmosphere=Excellent Service","occasion=Great Place to Meet for a Drink"
"atmosphere=Extraordinary Decor","occasion=Great Place to Meet for a Drink"
"atmosphere=Little Known But Well Liked","occasion=Long Drive"
"atmosphere=Romantic","occasion=Long Drive"
"atmosphere=Quiet for Conversation","occasion=Long Drive"
"atmosphere=Very Busy - Reservations a Must","occasion=Long Drive"
"atmosphere=Very Busy - Reservations a Must","occasion=Weekend Brunch"
"atmosphere=Business Scene","occasion=Long Drive"
"atmosphere=An Out Of The Way Find","occasion=Long Drive"
"atmosphere=An Out Of The Way Find","occasion=Game"
"atmosphere=For the Young and Young at Heart","occasion=Long Drive"
"atmosphere=Quirky","occasion=Long Drive"
"atmosphere=Great for People Watching","occasion=Great Place to Meet for a Drink"
"atmosphere=Good Service","occasion=Great Place to Meet for a Drink"
"atmosphere=Excellent Decor","occasion=Great Place to Meet for a Drink"
"atmosphere=An Out Of The Way Find","occasion=Walk"
"atmosphere=Little Known But Well Liked","occasion=Walk"
"atmosphere=Romantic","occasion=Walk"
"atmosphere=Need To Dress","occasion=Long Drive"
"atmosphere=Need To Dress","occasion=Walk"
"atmosphere=Near-perfect Food","occasion=Long Drive"
"atmosphere=Near-perfect Food","occasion=Walk"
"atmosphere=Extraordinary Service","occasion=Long Drive"
"atmosphere=Extraordinary Service","occasion=Walk"
"atmosphere=Extraordinary Decor","occasion=Walk"
"atmosphere=Good Food","occasion=See the Game"
"atmosphere=Good Service","occasion=See the Game"
"atmosphere=Good Decor","occasion=See the Game"
"atmosphere=Hip Place To Be","occasion=Great Place to Meet for a Drink"
"atmosphere=Extraordinary Food","occasion=Great Place to Meet for a Drink"
"atmosphere=People Keep Coming Back","occasion=See the Game"
"atmosphere=Great for People Watching","occasion=Short Drive"
"atmosphere=Tourist Appeal","occasion=Weekend Brunch"
"atmosphere=Tourist Appeal","occasion=See the Game"
"atmosphere=Tourist Appeal","occasion=After Hours Dining"
"atmosphere=Tourist Appeal","occasion=Late Night Menu"
"atmosphere=Tourist Appeal","occasion=Private Parties"
"atmosphere=Tourist Appeal","occasion=Private Rooms Available"
"atmosphere=Great for People Watching","occasion=See the Game"
"atmosphere=For the Young and Young at Heart","occasion=See the Game"
"atmosphere=No Reservations","occasion=See the Game"
"atmosphere=Hip Place To Be","occasion=See the Game"
"atmosphere=Hip Place To Be","occasion=Long Drive"
"atmosphere=No Smoking Allowed","occasion=Weekend Brunch"
"atmosphere=Need To Dress","occasion=Short Drive"
"atmosphere=Authentic","occasion=Short Drive"
"atmosphere=No Reservations","occasion=Long Drive"
"atmosphere=No Liquor Served","occasion=Weekend Brunch"
"atmosphere=No Liquor Served","occasion=Delivery Available"
"atmosphere=No Liquor Served","occasion=Takeout Available"
"atmosphere=No Liquor Served","occasion=Open for Breakfast"
"atmosphere=Creative","occasion=Short Drive"
"atmosphere=Creative","occasion=See the Game"
"atmosphere=Fabulous Wine Lists","occasion=Short Drive"
"atmosphere=Good Out of Town Business","occasion=Short Drive"
"atmosphere=Near-perfect Food","occasion=Short Drive"
"atmosphere=Near-perfect Service","occasion=Short Drive"
"atmosphere=Near-perfect Decor","occasion=Short Drive"
"atmosphere=Wheelchair Access","occasion=Weekend Brunch"
"atmosphere=Very Busy - Reservations a Must","occasion=Great Place to Meet for a Drink"
"atmosphere=Classic Hotel Dining","occasion=Great Place to Meet for a Drink"
"atmosphere=Focus on Dessert","occasion=Short Drive"
"atmosphere=Quiet for Conversation","occasion=Great Place to Meet for a Drink"
"atmosphere=Need To Dress","occasion=Great Place to Meet for a Drink"
"atmosphere=Extraordinary Service","occasion=Great Place to Meet for a Drink"
"atmosphere=Tourist Appeal","occasion=Dining Outdoors"
"atmosphere=An Historic Spot","occasion=Short Drive"
"atmosphere=Quiet for Conversation","occasion=Dining After the Theater"
"atmosphere=Classic Hotel Dining","occasion=Long Drive"
"atmosphere=Good Food","occasion=Walk"
"atmosphere=Good Service","occasion=Walk"
"atmosphere=Good Decor","occasion=Walk"
"atmosphere=Fabulous Wine Lists","occasion=Long Drive"
"atmosphere=Up and Coming","occasion=Great Place to Meet for a Drink"
"atmosphere=Business Scene","occasion=See the Game"
"atmosphere=Fabulous Wine Lists","occasion=Walk"
"atmosphere=Very Busy - Reservations a Must","occasion=Walk"
"atmosphere=Quiet for Conversation","occasion=Walk"
"atmosphere=Extraordinary Food","occasion=Walk"
"atmosphere=Buffet Dining","occasion=Long Drive"
"atmosphere=Good for Younger Kids","occasion=See the Game"
"atmosphere=Very Busy - Reservations a Must","occasion=After Hours Dining"
"atmosphere=Authentic","occasion=Long Drive"
"atmosphere=No Liquor Served","occasion=Long Drive"
"atmosphere=No Liquor Served","occasion=Private Parties"
"atmosphere=No Liquor Served","occasion=Private Rooms Available"
"atmosphere=No Smoking Allowed","occasion=Long Drive"
"atmosphere=Near-perfect Service","occasion=Long Drive"
"atmosphere=Near-perfect Decor","occasion=Great Place to Meet for a Drink"
"atmosphere=Health Conscious Menus","occasion=Long Drive"
"atmosphere=Health Conscious Menus","occasion=Weekend Brunch"
"atmosphere=Business Scene","occasion=Margaritas"
"atmosphere=Health Conscious Menus","occasion=Short Drive"
"atmosphere=Place for Singles","occasion=Great Place to Meet for a Drink"
"atmosphere=Poor Decor","occasion=Short Drive"
"atmosphere=Near-perfect Decor","occasion=Long Drive"
"atmosphere=Creative","occasion=Great Place to Meet for a Drink"
"atmosphere=People Keep Coming Back","occasion=Long Drive"
"atmosphere=Buffet Dining","occasion=Late Night Menu"
"atmosphere=An Historic Spot","occasion=Walk"
"atmosphere=Place for Singles","occasion=Walk"
"atmosphere=Good Out of Town Business","occasion=Walk"
"atmosphere=Up and Coming","occasion=Walk"
"atmosphere=Classic Hotel Dining","occasion=Walk"
"atmosphere=Business Scene","occasion=Walk"
"atmosphere=Place for Singles","occasion=Long Drive"
"atmosphere=No Smoking Allowed","occasion=Walk"
"atmosphere=Hip Place To Be","occasion=Walk"
"atmosphere=Health Conscious Menus","occasion=Walk"
"atmosphere=Near-perfect Service","occasion=Walk"
"atmosphere=Near-perfect Decor","occasion=Walk"
"atmosphere=Tourist Appeal","occasion=Great Place to Meet for a Drink"
"atmosphere=Pub Feel","occasion=Great Place to Meet for a Drink"
"atmosphere=Pub Feel","occasion=Walk"
"atmosphere=Singles Scene","occasion=Great Place to Meet for a Drink"
"atmosphere=Singles Scene","occasion=Walk"
"atmosphere=Great for People Watching","occasion=Walk"
"atmosphere=Good Out of Town Business","occasion=See the Game"
"atmosphere=Romantic","occasion=See the Game"
"atmosphere=Up and Coming","occasion=See the Game"
"atmosphere=No Liquor Served","occasion=Short Drive"
"atmosphere=No Liquor Served","occasion=Game"
"atmosphere=No Liquor Served","occasion=Catering for Special Events"
