"s1","s2"
"cuisine=Pacific New Wave","atmosphere=Creative"
"cuisine=Pacific New Wave","atmosphere=Fair Decor"
"cuisine=Wine and Beer","atmosphere=No Reservations"
"cuisine=Italian","atmosphere=Focus on Dessert"
"cuisine=Wine and Beer","atmosphere=Excellent Food"
"cuisine=Asian","atmosphere=Good for Younger Kids"
"cuisine=Asian","atmosphere=For the Young and Young at Heart"
"cuisine=Asian","atmosphere=Quirky"
"cuisine=Asian","atmosphere=Excellent Food"
"cuisine=Asian","atmosphere=Excellent Service"
"cuisine=Asian","atmosphere=Excellent Decor"
"cuisine=Hot Dogs","atmosphere=Excellent Food"
"cuisine=Hot Dogs","atmosphere=Excellent Service"
"cuisine=Hot Dogs","atmosphere=Good Decor"
"cuisine=Fountain and Ice Cream","atmosphere=People Keep Coming Back"
"cuisine=Wine and Beer","atmosphere=People Keep Coming Back"
"cuisine=Wine and Beer","atmosphere=Good Food"
"cuisine=Wine and Beer","atmosphere=Good Service"
"cuisine=Fountain and Ice Cream","atmosphere=Fair Decor"
"cuisine=Wine and Beer","atmosphere=Fair Decor"
"cuisine=Moroccan","atmosphere=Little Known But Well Liked"
"cuisine=Moroccan","atmosphere=Extraordinary Food"
"cuisine=Moroccan","atmosphere=Extraordinary Service"
"cuisine=Moroccan","atmosphere=Excellent Decor"
"cuisine=Fountain and Ice Cream","atmosphere=Good Out of Town Business"
"cuisine=Wine and Beer","atmosphere=Good Out of Town Business"
"cuisine=Fountain and Ice Cream","atmosphere=Great for People Watching"
"cuisine=Wine and Beer","atmosphere=Great for People Watching"
"cuisine=Mediterranean","atmosphere=Focus on Dessert"
"cuisine=Fountain and Ice Cream","atmosphere=Extraordinary Service"
"cuisine=Wine and Beer","atmosphere=Extraordinary Service"
"cuisine=Fountain and Ice Cream","atmosphere=Extraordinary Decor"
"cuisine=Wine and Beer","atmosphere=Extraordinary Decor"
"cuisine=Pacific New Wave","atmosphere=On the Beach"
"cuisine=Pacific New Wave","atmosphere=Extraordinary Decor"
"cuisine=Mexican","atmosphere=An Out Of The Way Find"
"cuisine=Seafood","atmosphere=On the Beach"
"cuisine=Fountain and Ice Cream","atmosphere=On the Beach"
"cuisine=Wine and Beer","atmosphere=On the Beach"
"cuisine=Irish","atmosphere=On the Beach"
"cuisine=Irish","atmosphere=Focus on Dessert"
"cuisine=Fountain and Ice Cream","atmosphere=Authentic"
"cuisine=Wine and Beer","atmosphere=Authentic"
"cuisine=Irish","atmosphere=Authentic"
"cuisine=Fountain and Ice Cream","atmosphere=Creative"
"cuisine=Wine and Beer","atmosphere=Creative"
"cuisine=Irish","atmosphere=Creative"
"cuisine=Irish","atmosphere=Extraordinary Food"
"cuisine=Spanish","atmosphere=Singles Scene"
"cuisine=Korean","atmosphere=Warm spots by the fire"
"cuisine=Korean","atmosphere=Near-perfect Food"
"cuisine=Thai","atmosphere=For the Young and Young at Heart"
"cuisine=Pacific New Wave","atmosphere=Great for People Watching"
"cuisine=Mediterranean","atmosphere=Singles Scene"
"cuisine=Wine and Beer","atmosphere=Quirky"
"cuisine=Fountain and Ice Cream","atmosphere=Business Scene"
"cuisine=Wine and Beer","atmosphere=Business Scene"
"cuisine=Pacific New Wave","atmosphere=Business Scene"
"cuisine=Seafood","atmosphere=Authentic"
"cuisine=Fountain and Ice Cream","atmosphere=Relaxed Senior Scene"
"cuisine=Wine and Beer","atmosphere=Relaxed Senior Scene"
"cuisine=Fountain and Ice Cream","atmosphere=Romantic"
"cuisine=Wine and Beer","atmosphere=Romantic"
"cuisine=Fountain and Ice Cream","atmosphere=Quiet for Conversation"
"cuisine=Wine and Beer","atmosphere=Quiet for Conversation"
"cuisine=Fountain and Ice Cream","atmosphere=Need To Dress"
"cuisine=Wine and Beer","atmosphere=Need To Dress"
"cuisine=French","atmosphere=Focus on Dessert"
"cuisine=Wine and Beer","atmosphere=Near-perfect Food"
"cuisine=Fountain and Ice Cream","atmosphere=Near-perfect Decor"
"cuisine=Wine and Beer","atmosphere=Near-perfect Decor"
"cuisine=Pacific New Wave","atmosphere=For the Young and Young at Heart"
"cuisine=Pacific New Wave","atmosphere=Up and Coming"
"cuisine=Pacific New Wave","atmosphere=Good Food"
"cuisine=Pacific New Wave","atmosphere=Good Service"
"cuisine=Fountain and Ice Cream","atmosphere=Little Known But Well Liked"
"cuisine=Wine and Beer","atmosphere=Little Known But Well Liked"
"cuisine=Creole","atmosphere=Extraordinary Service"
"cuisine=Fountain and Ice Cream","atmosphere=An Out Of The Way Find"
"cuisine=Wine and Beer","atmosphere=An Out Of The Way Find"
"cuisine=Fountain and Ice Cream","atmosphere=Classic Hotel Dining"
"cuisine=Wine and Beer","atmosphere=Classic Hotel Dining"
"cuisine=Pacific New Wave","atmosphere=Little Known But Well Liked"
"cuisine=American","atmosphere=Focus on Dessert"
"cuisine=Dim Sum","atmosphere=No Reservations"
"cuisine=Dim Sum","atmosphere=Hip Place To Be"
"cuisine=Chinese","atmosphere=Singles Scene"
"cuisine=Dim Sum","atmosphere=Singles Scene"
"cuisine=Hot Dogs","atmosphere=For the Young and Young at Heart"
"cuisine=Hot Dogs","atmosphere=No Reservations"
"cuisine=Hot Dogs","atmosphere=An Historic Spot"
"cuisine=Hot Dogs","atmosphere=Good Service"
"cuisine=Hot Dogs","atmosphere=Fair Decor"
"cuisine=Russian","atmosphere=Quiet for Conversation"
"cuisine=Russian","atmosphere=Near-perfect Food"
"cuisine=Russian","atmosphere=Near-perfect Service"
"cuisine=Ethiopian","atmosphere=Quirky"
"cuisine=Dim Sum","atmosphere=An Out Of The Way Find"
"cuisine=Dim Sum","atmosphere=People Keep Coming Back"
"cuisine=Dim Sum","atmosphere=Good Food"
"cuisine=Greek","atmosphere=An Out Of The Way Find"
"cuisine=Greek","atmosphere=On the Beach"
"cuisine=Cambodian","atmosphere=Little Known But Well Liked"
"cuisine=Cambodian","atmosphere=Quirky"
"cuisine=Cambodian","atmosphere=Extraordinary Food"
"cuisine=Cambodian","atmosphere=Excellent Service"
"cuisine=Cambodian","atmosphere=Good Decor"
"cuisine=Japanese","atmosphere=Singles Scene"
"cuisine=Thai","atmosphere=Singles Scene"
"cuisine=Pacific New Wave","atmosphere=Need To Dress"
"cuisine=Pacific New Wave","atmosphere=Classic Hotel Dining"
"cuisine=Pacific New Wave","atmosphere=Near-perfect Decor"
"cuisine=Caribbean","atmosphere=Singles Scene"
"cuisine=Pacific New Wave","atmosphere=Romantic"
"cuisine=Pacific New Wave","atmosphere=Quiet for Conversation"
"cuisine=Seafood","atmosphere=Fair Service"
"cuisine=German","atmosphere=Relaxed Senior Scene"
"cuisine=Fountain and Ice Cream","atmosphere=Near-perfect Service"
"cuisine=Wine and Beer","atmosphere=Near-perfect Service"
"cuisine=Spanish","atmosphere=For the Young and Young at Heart"
"cuisine=Spanish","atmosphere=Great for People Watching"
"cuisine=Spanish","atmosphere=Classic Hotel Dining"
"cuisine=Pacific New Wave","atmosphere=No Reservations"
"cuisine=Hungarian","atmosphere=Focus on Dessert"
"cuisine=Hungarian","atmosphere=Creative"
"cuisine=Caribbean","atmosphere=On the Beach"
"cuisine=Peruvian","atmosphere=On the Beach"
"cuisine=Peruvian","atmosphere=Excellent Service"
"cuisine=Persian","atmosphere=Excellent Food"
"cuisine=Persian","atmosphere=Excellent Service"
"cuisine=Persian","atmosphere=Good Decor"
"cuisine=Dim Sum","atmosphere=Business Scene"
"cuisine=Argentinean","atmosphere=Relaxed Senior Scene"
"cuisine=Caribbean","atmosphere=Relaxed Senior Scene"
"cuisine=Argentinean","atmosphere=Warm spots by the fire"
"cuisine=Argentinean","atmosphere=No Reservations"
"cuisine=Indian","atmosphere=Authentic"
"cuisine=Mexican","atmosphere=Great for People Watching"
"cuisine=Filipino","atmosphere=Little Known But Well Liked"
"cuisine=Filipino","atmosphere=No Reservations"
"cuisine=Filipino","atmosphere=Authentic"
"cuisine=Tunisian","atmosphere=Quirky"
"cuisine=Tunisian","atmosphere=Authentic"
"cuisine=Tunisian","atmosphere=Excellent Food"
"cuisine=Tunisian","atmosphere=Excellent Service"
"cuisine=Tunisian","atmosphere=Excellent Decor"
"cuisine=Greek","atmosphere=Warm spots by the fire"
"cuisine=Greek","atmosphere=Romantic"
"cuisine=Polynesian","atmosphere=Relaxed Senior Scene"
"cuisine=Polynesian","atmosphere=Romantic"
"cuisine=Polynesian","atmosphere=Classic Hotel Dining"
"cuisine=Polynesian","atmosphere=Singles Scene"
"cuisine=Polynesian","atmosphere=Excellent Food"
"cuisine=Polynesian","atmosphere=Excellent Service"
"cuisine=Polynesian","atmosphere=Extraordinary Decor"
"cuisine=Dim Sum","atmosphere=Extraordinary Decor"
"cuisine=Pacific New Wave","atmosphere=Excellent Food"
"cuisine=Indonesian","atmosphere=Fair Decor"
"cuisine=Indian","atmosphere=On the Beach"
"cuisine=Thai","atmosphere=Fabulous Wine Lists"
"cuisine=Indian","atmosphere=No Reservations"
"cuisine=Indonesian","atmosphere=Little Known But Well Liked"
"cuisine=Indonesian","atmosphere=Parking/Valet"
"cuisine=Indonesian","atmosphere=Extraordinary Food"
"cuisine=French","atmosphere=Buffet Dining"
"cuisine=Hungarian","atmosphere=Good Out of Town Business"
"cuisine=Caribbean","atmosphere=Extraordinary Decor"
"cuisine=Cajun","atmosphere=Romantic"
"cuisine=Creole","atmosphere=Romantic"
"cuisine=Creole","atmosphere=Hip Place To Be"
"cuisine=Cajun","atmosphere=Singles Scene"
"cuisine=Creole","atmosphere=Singles Scene"
"cuisine=German","atmosphere=Very Busy - Reservations a Must"
"cuisine=Ethiopian","atmosphere=Good Food"
"cuisine=Ethiopian","atmosphere=Good Service"
"cuisine=Burmese","atmosphere=Wheelchair Access"
"cuisine=Indian","atmosphere=Buffet Dining"
"cuisine=Chinese","atmosphere=Need To Dress"
"cuisine=Cajun","atmosphere=Great for People Watching"
"cuisine=Creole","atmosphere=Great for People Watching"
"cuisine=Caribbean","atmosphere=Classic Hotel Dining"
"cuisine=Mexican","atmosphere=Extraordinary Decor"
"cuisine=Korean","atmosphere=Poor Decor"
"cuisine=Dim Sum","atmosphere=Good Out of Town Business"
"cuisine=Dim Sum","atmosphere=Parking/Valet"
"cuisine=Afghanistan","atmosphere=Wheelchair Access"
"cuisine=Afghanistan","atmosphere=Parking/Valet"
"cuisine=Afghanistan","atmosphere=Hip Place To Be"
"cuisine=Afghanistan","atmosphere=Extraordinary Food"
"cuisine=Afghanistan","atmosphere=Extraordinary Service"
"cuisine=Japanese","atmosphere=Romantic"
"cuisine=American","atmosphere=Buffet Dining"
"cuisine=Japanese","atmosphere=Buffet Dining"
"cuisine=Polynesian","atmosphere=Need To Dress"
"cuisine=Polynesian","atmosphere=An Historic Spot"
"cuisine=Polynesian","atmosphere=Business Scene"
"cuisine=Polynesian","atmosphere=Excellent Decor"
"cuisine=Vegetarian","atmosphere=Little Known But Well Liked"
"cuisine=Spanish","atmosphere=Business Scene"
"cuisine=Mexican","atmosphere=Extraordinary Service"
"cuisine=Cambodian","atmosphere=Wheelchair Access"
"cuisine=Cambodian","atmosphere=Excellent Decor"
"cuisine=Greek","atmosphere=Hip Place To Be"
"cuisine=Indian","atmosphere=Hip Place To Be"
"cuisine=Austrian","atmosphere=Wheelchair Access"
"cuisine=Austrian","atmosphere=Romantic"
"cuisine=Austrian","atmosphere=Extraordinary Food"
"cuisine=Austrian","atmosphere=Extraordinary Service"
"cuisine=Austrian","atmosphere=Excellent Decor"
"cuisine=Chinese","atmosphere=Buffet Dining"
"cuisine=Mediterranean","atmosphere=Near-perfect Decor"
"cuisine=Caribbean","atmosphere=Romantic"
"cuisine=Ethiopian","atmosphere=Up and Coming"
"cuisine=Ethiopian","atmosphere=Singles Scene"
"cuisine=Ethiopian","atmosphere=Authentic"
"cuisine=Ethiopian","atmosphere=Excellent Decor"
"cuisine=Italian","atmosphere=Buffet Dining"
"cuisine=Seafood","atmosphere=Buffet Dining"
"cuisine=Egyptian","atmosphere=Wheelchair Access"
"cuisine=Egyptian","atmosphere=Good Food"
"cuisine=Egyptian","atmosphere=Excellent Service"
"cuisine=Egyptian","atmosphere=Good Decor"
"cuisine=Moroccan","atmosphere=Extraordinary Decor"
"cuisine=Bar-B-Q","atmosphere=Romantic"
"cuisine=Bar-B-Q","atmosphere=Singles Scene"
"cuisine=Bar-B-Q","atmosphere=Fair Food"
"cuisine=Seafood","atmosphere=Fair Food"
"cuisine=Indian","atmosphere=Romantic"
"cuisine=Vegetarian","atmosphere=Buffet Dining"
"cuisine=Jewish","atmosphere=Great for People Watching"
"cuisine=Jewish","atmosphere=Business Scene"
"cuisine=Vietnamese","atmosphere=Romantic"
"cuisine=Vietnamese","atmosphere=Great for People Watching"
"cuisine=Vietnamese","atmosphere=Extraordinary Service"
"cuisine=Moroccan","atmosphere=Parking/Valet"
"cuisine=Moroccan","atmosphere=Business Scene"
"cuisine=Brazilian","atmosphere=Wheelchair Access"
"cuisine=Brazilian","atmosphere=Singles Scene"
"cuisine=Filipino","atmosphere=Wheelchair Access"
"cuisine=Bar-B-Q","atmosphere=Little Known But Well Liked"
"cuisine=Indonesian","atmosphere=Fabulous Wine Lists"
"cuisine=Indonesian","atmosphere=Good Out of Town Business"
"cuisine=Indonesian","atmosphere=Great for People Watching"
"cuisine=Indonesian","atmosphere=Quirky"
"cuisine=Indonesian","atmosphere=Business Scene"
"cuisine=Dim Sum","atmosphere=Very Busy - Reservations a Must"
"cuisine=Thai","atmosphere=Extraordinary Service"
"cuisine=Thai","atmosphere=Extraordinary Decor"
"cuisine=Seafood","atmosphere=Poor Decor"
"cuisine=Mexican","atmosphere=Business Scene"
"cuisine=Cuban","atmosphere=Fair Service"
"cuisine=Peruvian","atmosphere=Wheelchair Access"
"cuisine=Peruvian","atmosphere=Excellent Decor"
"cuisine=Italian","atmosphere=Fair Service"
"cuisine=Vegetarian","atmosphere=Fabulous Wine Lists"
"cuisine=Salvadoran","atmosphere=Wheelchair Access"
"cuisine=Salvadoran","atmosphere=Excellent Food"
"cuisine=Salvadoran","atmosphere=Excellent Service"
"cuisine=Salvadoran","atmosphere=Excellent Decor"
"cuisine=Brazilian","atmosphere=Excellent Service"
"cuisine=Brazilian","atmosphere=Extraordinary Decor"
"cuisine=Wine and Beer","atmosphere=No Smoking Allowed"
"cuisine=French","atmosphere=No Smoking Allowed"
"cuisine=Wine and Beer","atmosphere=Parking/Valet"
"cuisine=Tapas","atmosphere=Wheelchair Access"
"cuisine=Tapas","atmosphere=Good Out of Town Business"
"cuisine=Fountain and Ice Cream","atmosphere=Very Busy - Reservations a Must"
"cuisine=Tapas","atmosphere=Very Busy - Reservations a Must"
"cuisine=Tapas","atmosphere=Great for People Watching"
"cuisine=Fountain and Ice Cream","atmosphere=Parking/Valet"
"cuisine=Tapas","atmosphere=Parking/Valet"
"cuisine=Fountain and Ice Cream","atmosphere=Up and Coming"
"cuisine=Tapas","atmosphere=Up and Coming"
"cuisine=Seafood","atmosphere=Focus on Dessert"
"cuisine=Tapas","atmosphere=Focus on Dessert"
"cuisine=Tapas","atmosphere=Business Scene"
"cuisine=Tapas","atmosphere=Creative"
"cuisine=Tapas","atmosphere=Extraordinary Food"
"cuisine=Tapas","atmosphere=Extraordinary Service"
"cuisine=Tapas","atmosphere=Extraordinary Decor"
"cuisine=Vietnamese","atmosphere=No Smoking Allowed"
"cuisine=Wine and Beer","atmosphere=Up and Coming"
"cuisine=Seafood","atmosphere=Pub Feel"
"cuisine=Coffee and Dessert","atmosphere=No Reservations"
"cuisine=Coffee and Dessert","atmosphere=Parking/Valet"
"cuisine=Bar-B-Q","atmosphere=Great for People Watching"
"cuisine=Thai","atmosphere=Buffet Dining"
"cuisine=Japanese","atmosphere=No Smoking Allowed"
"cuisine=Wine and Beer","atmosphere=Wheelchair Access"
"cuisine=Vietnamese","atmosphere=No Reservations"
"cuisine=Fountain and Ice Cream","atmosphere=No Smoking Allowed"
"cuisine=Salvadoran","atmosphere=For the Young and Young at Heart"
"cuisine=Salvadoran","atmosphere=Place for Singles"
"cuisine=Salvadoran","atmosphere=Great for People Watching"
"cuisine=Salvadoran","atmosphere=Parking/Valet"
"cuisine=Salvadoran","atmosphere=No Reservations"
"cuisine=Salvadoran","atmosphere=Authentic"
"cuisine=Salvadoran","atmosphere=Fair Decor"
"cuisine=Coffee and Dessert","atmosphere=No Smoking Allowed"
"cuisine=Coffee and Dessert","atmosphere=Creative"
"cuisine=Fountain and Ice Cream","atmosphere=Health Conscious Menus"
"cuisine=Seafood","atmosphere=Need To Dress"
"cuisine=Coffee and Dessert","atmosphere=Focus on Dessert"
"cuisine=Sushi","atmosphere=Little Known But Well Liked"
"cuisine=Sushi","atmosphere=Parking/Valet"
"cuisine=Sushi","atmosphere=Business Scene"
"cuisine=Sushi","atmosphere=Extraordinary Food"
"cuisine=Sushi","atmosphere=Extraordinary Service"
"cuisine=Sushi","atmosphere=Excellent Decor"
"cuisine=Italian","atmosphere=No Smoking Allowed"
"cuisine=Mediterranean","atmosphere=No Reservations"
"cuisine=Indonesian","atmosphere=Wheelchair Access"
"cuisine=Indonesian","atmosphere=No Smoking Allowed"
"cuisine=German","atmosphere=Fabulous Wine Lists"
"cuisine=German","atmosphere=Health Conscious Menus"
"cuisine=Korean","atmosphere=Buffet Dining"
"cuisine=Vietnamese","atmosphere=Business Scene"
"cuisine=American","atmosphere=Fabulous Views"
"cuisine=Seafood","atmosphere=Fabulous Views"
"cuisine=Greek","atmosphere=Parking/Valet"
"cuisine=Latin","atmosphere=Wheelchair Access"
"cuisine=Latin","atmosphere=No Reservations"
"cuisine=Latin","atmosphere=Parking/Valet"
"cuisine=Latin","atmosphere=Excellent Food"
"cuisine=Latin","atmosphere=Excellent Service"
"cuisine=Latin","atmosphere=Fair Decor"
"cuisine=Italian","atmosphere=Fabulous Views"
"cuisine=Tapas","atmosphere=Place for Singles"
"cuisine=Tapas","atmosphere=No Reservations"
"cuisine=Tapas","atmosphere=Good Food"
"cuisine=Tapas","atmosphere=Good Service"
"cuisine=Tapas","atmosphere=Good Decor"
"cuisine=Salvadoran","atmosphere=Extraordinary Food"
"cuisine=Korean","atmosphere=Business Scene"
"cuisine=French","atmosphere=Fabulous Views"
"cuisine=Fountain and Ice Cream","atmosphere=Fabulous Views"
"cuisine=Spanish","atmosphere=Good Out of Town Business"
"cuisine=Tapas","atmosphere=Quiet for Conversation"
"cuisine=Tapas","atmosphere=Classic Hotel Dining"
"cuisine=Tapas","atmosphere=Excellent Food"
"cuisine=Tapas","atmosphere=Excellent Service"
"cuisine=Tapas","atmosphere=Excellent Decor"
"cuisine=Dim Sum","atmosphere=Authentic"
"cuisine=Dim Sum","atmosphere=Quirky"
"cuisine=Brazilian","atmosphere=No Reservations"
"cuisine=Brazilian","atmosphere=Very Busy - Reservations a Must"
"cuisine=Latin","atmosphere=Very Busy - Reservations a Must"
"cuisine=Mexican","atmosphere=Very Busy - Reservations a Must"
"cuisine=Salvadoran","atmosphere=Very Busy - Reservations a Must"
"cuisine=Latin","atmosphere=Great for People Watching"
"cuisine=Brazilian","atmosphere=Parking/Valet"
"cuisine=Latin","atmosphere=Quirky"
"cuisine=Tapas","atmosphere=Quirky"
"cuisine=Latin","atmosphere=Up and Coming"
"cuisine=Salvadoran","atmosphere=Up and Coming"
"cuisine=Brazilian","atmosphere=Hip Place To Be"
"cuisine=Latin","atmosphere=Hip Place To Be"
"cuisine=Salvadoran","atmosphere=Hip Place To Be"
"cuisine=Tapas","atmosphere=Hip Place To Be"
"cuisine=Brazilian","atmosphere=Business Scene"
"cuisine=Latin","atmosphere=Business Scene"
"cuisine=Salvadoran","atmosphere=Business Scene"
"cuisine=Brazilian","atmosphere=Buffet Dining"
"cuisine=Latin","atmosphere=Buffet Dining"
"cuisine=Mexican","atmosphere=Buffet Dining"
"cuisine=Salvadoran","atmosphere=Buffet Dining"
"cuisine=Tapas","atmosphere=Buffet Dining"
"cuisine=Latin","atmosphere=Good Food"
"cuisine=Latin","atmosphere=Good Service"
"cuisine=Latin","atmosphere=Good Decor"
"cuisine=Wine and Beer","atmosphere=Fabulous Views"
"cuisine=Vietnamese","atmosphere=Fabulous Wine Lists"
"cuisine=Vietnamese","atmosphere=Good Out of Town Business"
"cuisine=Vietnamese","atmosphere=Hip Place To Be"
"cuisine=Sushi","atmosphere=Hip Place To Be"
"cuisine=Sushi","atmosphere=Creative"
"cuisine=Sushi","atmosphere=Excellent Service"
"cuisine=Sushi","atmosphere=Good Decor"
"cuisine=Coffee and Dessert","atmosphere=Quirky"
"cuisine=Indonesian","atmosphere=Extraordinary Service"
"cuisine=Spanish","atmosphere=Fabulous Wine Lists"
"cuisine=Spanish","atmosphere=Romantic"
"cuisine=Spanish","atmosphere=Very Busy - Reservations a Must"
"cuisine=Spanish","atmosphere=Need To Dress"
"cuisine=Spanish","atmosphere=Near-perfect Decor"
"cuisine=Latin","atmosphere=Place for Singles"
"cuisine=Latin","atmosphere=Excellent Decor"
"cuisine=Bar-B-Q","atmosphere=Buffet Dining"
"cuisine=Latin","atmosphere=No Smoking Allowed"
"cuisine=Spanish","atmosphere=No Smoking Allowed"
"cuisine=Tapas","atmosphere=No Smoking Allowed"
"cuisine=Latin","atmosphere=Extraordinary Food"
"cuisine=Latin","atmosphere=Extraordinary Service"
"cuisine=Latin","atmosphere=Extraordinary Decor"
"cuisine=Thai","atmosphere=Place for Singles"
"cuisine=Thai","atmosphere=Hip Place To Be"
"cuisine=Ethiopian","atmosphere=Wheelchair Access"
"cuisine=Ethiopian","atmosphere=Extraordinary Food"
"cuisine=Moroccan","atmosphere=Wheelchair Access"
"cuisine=Moroccan","atmosphere=Authentic"
"cuisine=Latin","atmosphere=Poor Decor"
"cuisine=Bar-B-Q","atmosphere=No Smoking Allowed"
"cuisine=Bar-B-Q","atmosphere=Extraordinary Decor"
"cuisine=Latin","atmosphere=Authentic"
"cuisine=Afghanistan","atmosphere=Little Known But Well Liked"
"cuisine=Russian","atmosphere=No Reservations"
"cuisine=Russian","atmosphere=Hip Place To Be"
"cuisine=Wine and Beer","atmosphere=Buffet Dining"
"cuisine=Latin","atmosphere=Warm spots by the fire"
"cuisine=Wine and Beer","atmosphere=Health Conscious Menus"
"cuisine=Japanese","atmosphere=Great for People Watching"
"cuisine=Japanese","atmosphere=Fabulous Views"
"cuisine=Mediterranean","atmosphere=Little Known But Well Liked"
"cuisine=Indian","atmosphere=Business Scene"
"cuisine=Creole","atmosphere=No Reservations"
"cuisine=Bar-B-Q","atmosphere=Health Conscious Menus"
"cuisine=Bar-B-Q","atmosphere=Focus on Dessert"
"cuisine=Tapas","atmosphere=For the Young and Young at Heart"
"cuisine=Dim Sum","atmosphere=Buffet Dining"
"cuisine=Spanish","atmosphere=No Reservations"
"cuisine=Spanish","atmosphere=Hip Place To Be"
"cuisine=Vietnamese","atmosphere=Health Conscious Menus"
"cuisine=Fountain and Ice Cream","atmosphere=Pub Feel"
"cuisine=Salvadoran","atmosphere=Good for Younger Kids"
"cuisine=Tapas","atmosphere=Fabulous Wine Lists"
"cuisine=Tapas","atmosphere=Romantic"
"cuisine=Dim Sum","atmosphere=No Smoking Allowed"
"cuisine=Dim Sum","atmosphere=Fair Service"
"cuisine=Japanese","atmosphere=Fair Service"
"cuisine=Dim Sum","atmosphere=Poor Decor"
"cuisine=Japanese","atmosphere=Poor Decor"
"cuisine=Caribbean","atmosphere=Cafe/Garden Dining"
"cuisine=Portuguese","atmosphere=Good for Younger Kids"
"cuisine=Portuguese","atmosphere=Wheelchair Access"
"cuisine=Portuguese","atmosphere=Relaxed Senior Scene"
"cuisine=Portuguese","atmosphere=Very Busy - Reservations a Must"
"cuisine=Portuguese","atmosphere=Extraordinary Food"
"cuisine=Portuguese","atmosphere=Excellent Service"
"cuisine=Portuguese","atmosphere=Good Decor"
"cuisine=Chinese","atmosphere=Credit cards are not accepted"
"cuisine=Seafood","atmosphere=Cafe/Garden Dining"
"cuisine=Turkish","atmosphere=Wheelchair Access"
"cuisine=Turkish","atmosphere=No Smoking Allowed"
"cuisine=Turkish","atmosphere=Fair Decor"
"cuisine=Fountain and Ice Cream","atmosphere=Fair Service"
"cuisine=Fountain and Ice Cream","atmosphere=Cafe/Garden Dining"
"cuisine=Italian","atmosphere=Cafe/Garden Dining"
"cuisine=American","atmosphere=Cafe/Garden Dining"
"cuisine=German","atmosphere=Cafe/Garden Dining"
"cuisine=Thai","atmosphere=Good for Younger Kids"
"cuisine=Thai","atmosphere=Health Conscious Menus"
"cuisine=Thai","atmosphere=Business Scene"
"cuisine=Jewish","atmosphere=No Reservations"
"cuisine=Jewish","atmosphere=Credit cards are not accepted"
"cuisine=Irish","atmosphere=Quirky"
"cuisine=Greek","atmosphere=Cafe/Garden Dining"
"cuisine=Greek","atmosphere=Relaxed Senior Scene"
"cuisine=Portuguese","atmosphere=Quirky"
"cuisine=Portuguese","atmosphere=Warm spots by the fire"
"cuisine=Portuguese","atmosphere=Excellent Food"
"cuisine=Brazilian","atmosphere=Health Conscious Menus"
"cuisine=Brazilian","atmosphere=Warm spots by the fire"
"cuisine=Jewish","atmosphere=Focus on Dessert"
"cuisine=Asian","atmosphere=Good Food"
"cuisine=Asian","atmosphere=Good Service"
"cuisine=French","atmosphere=Cafe/Garden Dining"
"cuisine=Korean","atmosphere=No Smoking Allowed"
"cuisine=Japanese","atmosphere=Cafe/Garden Dining"
"cuisine=Brazilian","atmosphere=Good for Younger Kids"
"cuisine=Brazilian","atmosphere=Romantic"
"cuisine=Japanese","atmosphere=An Historic Spot"
"cuisine=Korean","atmosphere=An Historic Spot"
"cuisine=Thai","atmosphere=Romantic"
"cuisine=Hungarian","atmosphere=No Smoking Allowed"
"cuisine=Hungarian","atmosphere=Romantic"
"cuisine=Hungarian","atmosphere=Parking/Valet"
"cuisine=Hungarian","atmosphere=Need To Dress"
"cuisine=Hungarian","atmosphere=Classic Hotel Dining"
"cuisine=Hungarian","atmosphere=Extraordinary Food"
"cuisine=Hungarian","atmosphere=Extraordinary Service"
"cuisine=Hungarian","atmosphere=Extraordinary Decor"
"cuisine=Lebanese","atmosphere=No Reservations"
"cuisine=Lebanese","atmosphere=Quirky"
"cuisine=Lebanese","atmosphere=Credit cards are not accepted"
"cuisine=Lebanese","atmosphere=Excellent Service"
"cuisine=Lebanese","atmosphere=Good for Younger Kids"
"cuisine=Lebanese","atmosphere=Extraordinary Food"
"cuisine=Greek","atmosphere=Poor Decor"
"cuisine=Spanish","atmosphere=Cafe/Garden Dining"
"cuisine=Spanish","atmosphere=Credit cards are not accepted"
"cuisine=Korean","atmosphere=Health Conscious Menus"
"cuisine=Mexican","atmosphere=Romantic"
"cuisine=Fountain and Ice Cream","atmosphere=Poor Decor"
"cuisine=Russian","atmosphere=Up and Coming"
"cuisine=Russian","atmosphere=Cafe/Garden Dining"
"cuisine=Mexican","atmosphere=Cafe/Garden Dining"
"cuisine=Russian","atmosphere=Creative"
"cuisine=Armenian","atmosphere=Quirky"
"cuisine=Armenian","atmosphere=Excellent Food"
"cuisine=Armenian","atmosphere=Excellent Service"
"cuisine=Armenian","atmosphere=Fair Decor"
"cuisine=Portuguese","atmosphere=Fair Decor"
"cuisine=Seafood","atmosphere=An Out Of The Way Find"
"cuisine=Portuguese","atmosphere=No Reservations"
"cuisine=Portuguese","atmosphere=Cafe/Garden Dining"
"cuisine=Portuguese","atmosphere=Focus on Dessert"
"cuisine=Portuguese","atmosphere=Credit cards are not accepted"
"cuisine=Polynesian","atmosphere=Good Food"
"cuisine=Polynesian","atmosphere=Good Service"
"cuisine=Polynesian","atmosphere=Good Decor"
"cuisine=Cuban","atmosphere=Health Conscious Menus"
"cuisine=Portuguese","atmosphere=Excellent Decor"
